KO	WT	KO_1	KO_2	KO_3	KO_4	WT_1	WT_2	WT_3	WT_4	mean_KO	mean_WT	pvalue	qvalue	active_WT	active_KO	fold	qvalue_0_05	fold_1_5	active	final_sig	final_sig_2
689	chr16:89545152-89545323::F1_2	chr16:89545152-89545323::F1_17	0.231615828053642	-0.0244644080108006	0.135533976291367	0.145010446382977	-0.231404399534914	-0.0181451154116424	0.104941376445961	0.042285845140259	0.121923960679296	-0.0255805733400841	0.158729540901918	0.249579838880614	0	1	0.14750453401938	0	0	1	0	0
690	chr9:101837704-101837875::F2_2	chr9:101837704-101837875::F2_17	0.339051424516074	0.575501650998149	0.459036555800044	0.34340656811008	0.190075177246458	0.390326707939168	-0.189151101405026	0.145964936313408	0.429249049856087	0.134303930023502	0.086349673515489	0.154949381822235	0	1	0.294945119832585	0	0	1	0	0
691	chr1:41616651-41616822::F1_2	chr1:41616651-41616822::F1_17	0.0777543166459263	0.00763168820109668	-0.227340619971732	-0.194900650632872	-0.0860315796709377	-0.136777501840535	-0.0693192805758799	0.15655090351997	-0.0842138164393953	-0.0338943646418456	0.630628083505099	0.714394433711551	0	0	-0.0503194517975497	0	0	0	0	0
692	chr10:3542555-3542726::F1_2	chr10:3542555-3542726::F1_17	-0.52717508758664	-0.2918190155431	-0.195479358738679	-0.217344661130591	0.216848725133563	-0.032309762416851	0.542971972417475	0.151137132468017	-0.307954530749752	0.219662016900551	0.0134213617175836	0.037313670633963	1	0	-0.527616547650303	1	0	1	0	0
693	chr14:33062688-33062859::F3_2	chr14:33062688-33062859::F3_17	0.351848345852017	0.459860959639014	0.129631707864819	0.199027401387748	-0.241077640682269	0.0759296719371615	0.00901640165980946	-0.137704571495965	0.285092103685899	-0.0734590346453158	0.0132946614449337	0.0370356047878936	0	1	0.358551138331215	1	0	1	0	0
694	chr11:13628333-13628504::F2_2	chr11:13628333-13628504::F2_17	0.224269841789943	0.0242817838063729	0.347304624727775	-0.0115127343751661	-1.47813109383261	-1.47043811898971	-1.53943464980273	-1.87727031880865	0.146085878987231	-1.59131854535842	1.15614756790495e-05	0.000482626413308893	0	1	1.73740442434565	1	2	1	2	2
695	chr2:145214490-145214661::F3_2	chr2:145214490-145214661::F3_17	-0.288743924953292	-0.605351344281818	-0.522246379147874	-0.734969394620767	0.0984472305405592	0.372244623001398	-0.369766019608707	-0.0797244952548562	-0.537827760750938	0.00530033466959851	0.0311644251456612	0.0712036577813625	0	0	-0.543128095420537	0	0	0	0	0
696	chr4:17273756-17273927::F1_2	chr4:17273756-17273927::F1_17	-2.0091722111331	-2.28160150115692	-2.17269526314616	-1.85043279091764	-0.707301305884308	-0.177556788063459	-0.909949523886735	-0.431455304021581	-2.07847544158845	-0.556565730464021	0.000501365050186147	0.0038768506387653	0	0	-1.52190971112443	1	1	0	0	1
697	chr1:6732815-6732986::F3_2	chr1:6732815-6732986::F3_17	0.225357826881691	0.15109522144548	0.435170357847679	0.138480848006376	0.119792028098992	0.0898023627915411	0.422328835144449	0.206718727543866	0.237526063545307	0.209660488394712	0.793392296949835	0.848567527001634	1	1	0.027865575150595	0	0	1	0	0
698	chr18:25502095-25502266::F2_2	chr18:25502095-25502266::F2_17	-0.077366068321133	-0.178941525642344	-0.211058569104138	-0.108468898632967	0.0806495646992057	-0.247809997171699	-0.000894094722165805	0.0737211532423051	-0.143958765425146	-0.0235833434880885	0.221359606597505	0.320633586180367	0	0	-0.120375421937057	0	0	0	0	0
699	chr4:74152602-74152773::F1_2	chr4:74152602-74152773::F1_17	-0.0554139902463184	0.15100466955599	-0.0940995014584217	-0.0420407044235995	-0.132928338548252	-0.360493680801957	-0.244664069498804	-0.530620141992225	-0.0101373816430874	-0.31717655771031	0.0279475667876734	0.0653601056466566	0	0	0.307039176067223	0	0	0	0	0
700	chr3:135789804-135789975::F1_2	chr3:135789804-135789975::F1_17	-0.595367312584874	-0.718727331486399	-0.715879755513421	-0.594638727354744	-0.692663116372426	-0.996915534157532	-0.836731998947697	-0.929285152078933	-0.656153281734859	-0.863898950389147	0.0426755574568537	0.0901921183861636	0	0	0.207745668654288	0	0	0	0	0
701	chr6:39745032-39745203::F1_2	chr6:39745032-39745203::F1_17	0.18144531989849	0.13340290367294	0.307780000245308	0.0975096650827258	-0.527086795747084	-0.15967318184347	-0.282470726727774	-0.127641165400335	0.180034472224866	-0.274217967429666	0.00868407497719677	0.0269653155891479	0	1	0.454252439654532	1	0	1	0	0
702	chr16:51046417-51046588::F2_2	chr16:51046417-51046588::F2_17	0.147428881686361	0.129958299310615	0.0418262013848104	0.0569480288306286	0.108062790981456	-0.000234995059951907	0.0465329262570413	0.207872015458123	0.0940403528031038	0.0905581844091671	0.949329028831223	0.964441860580229	0	1	0.0034821683939367	0	0	1	0	0
703	chr14:45535168-45535339::F2_2	chr14:45535168-45535339::F2_17	-0.404928645439186	-0.572722206539382	-0.576683710401197	-0.372432581450869	0.508943307990564	0.38185004155325	0.293106883810236	0.522463477460584	-0.481691785957658	0.426590927703658	2.22451712917992e-05	0.000639923269492586	1	0	-0.908282713661316	1	1	1	1	1
704	chr12:46849754-46849925::F3_2	chr12:46849754-46849925::F3_17	-0.494510339234864	-0.256455315758342	-0.27461503787448	-0.214574880644936	0.114124724334201	-0.266758206302017	-0.208901730537936	-0.137983122114628	-0.310038893378155	-0.124879583655095	0.131573112570409	0.21542138631404	0	0	-0.18515930972306	0	0	0	0	0
705	chr3:141549370-141549541::F1_2	chr3:141549370-141549541::F1_17	0.596754827585708	0.590293738792468	0.66803101158672	0.304282954189488	0.186495932022116	0.383962336958185	0.484592657083165	0.387745393785393	0.539840633038596	0.360699079962215	0.132339193239571	0.216292964635295	1	1	0.179141553076381	0	0	1	0	0
706	chr22:28309335-28309506::F3_2	chr22:28309335-28309506::F3_17	0.0214309529942267	0.0310083471551114	0.325092640609868	0.202776088144585	0.225068052135423	-0.144785136073864	0.193534801868541	-0.081759615853783	0.145077007225948	0.0480145255190792	0.448522626006715	0.555599647387167	0	1	0.0970624817068688	0	0	1	0	0
707	chr8:30032324-30032495::F2_2	chr8:30032324-30032495::F2_17	-0.417103222475139	-0.550018999130544	-0.763426121604056	-0.406504146094263	-0.185026198039835	-0.188587022706243	-0.321741622064356	-0.387684558284888	-0.534263122326	-0.270759850273831	0.0426518131412385	0.0902106158324404	0	0	-0.263503272052169	0	0	0	0	0
708	chr3:141549485-141549656::F2_2	chr3:141549485-141549656::F2_17	0.348259749963879	0.28576009294373	0.272034748702699	0.339406783813471	-0.209909079764565	-0.161504915293554	-0.28506617408002	-0.0469628800541689	0.311365343855945	-0.175860762298077	0.000952110003717952	0.00588654202744106	0	1	0.487226106154022	1	0	1	0	0
709	chr4:148344574-148344745::F3_2	chr4:148344574-148344745::F3_17	0.199785217793482	0.134693455614762	0.459799222507015	-0.059698023326059	-1.28613944570447	-0.41283767278734	-0.891774671299749	-0.324799880570938	0.1836449681473	-0.728887917590624	0.0186079031992207	0.0476967121708557	0	0	0.912532885737924	1	2	0	0	2
710	chr6:21460108-21460279::F3_2	chr6:21460108-21460279::F3_17	-0.375223839205679	-0.449021986706893	-0.373554753533393	-0.349910471297491	0.346734715584769	-0.226773277826832	-0.0653164249794975	-0.165964057468824	-0.386927762685864	-0.0278297611725961	0.0671208813717108	0.127534268780198	0	0	-0.359098001513268	0	0	0	0	0
711	chr2:84620694-84620865::F2_2	chr2:84620694-84620865::F2_17	-0.551758298878721	-0.252855283394397	-0.408059570025047	-0.41088044965882	0.677287187823122	0.666557338497647	0.701956004016301	0.683472228311666	-0.405888400489246	0.682318189662184	0.000330702938060388	0.00304993805998551	1	0	-1.08820659015143	1	1	1	1	1
712	chr2:72070451-72070622::F1_2	chr2:72070451-72070622::F1_17	-0.515626273726844	-0.624780759089077	-0.692333195464617	-0.51744548886047	-0.0801929284167532	-0.157806201397612	0.0565475123250897	-0.187947398481274	-0.587546429285252	-0.0923497539926374	0.000486660272770446	0.00383253593534967	0	0	-0.495196675292615	1	0	0	0	0
713	chr7:47521725-47521896::F1_2	chr7:47521725-47521896::F1_17	-0.00559789527900856	0.105386210935046	0.107584418461859	0.109614636311752	-0.338060404157483	-0.447217929714344	-0.585385482682773	-0.755818820954272	0.0792468426074121	-0.531620659377218	0.00428487496153541	0.0161285598552167	0	0	0.61086750198463	1	2	0	0	2
714	chr9:101837589-101837760::F1_2	chr9:101837589-101837760::F1_17	-1.64630846191601	-1.17389029013357	-1.25474840038442	-1.14697554964628	0.148354216875396	-0.0312572389496407	-0.399135701888913	0.0333660247950642	-1.30548067552007	-0.0621681747920234	0.000289574303685879	0.0028057880175637	0	0	-1.24331250072805	1	1	0	0	1
715	chr2:8749815-8749986::F3_2	chr2:8749815-8749986::F3_17	0.335187554516617	0.382855314943681	0.404813960975159	0.340950408372546	0.702550654440602	0.0973203218136812	0.560237864641583	0.558185399715286	0.365951809702001	0.479573560152788	0.45357443486845	0.560481919071808	1	1	-0.113621750450787	0	0	1	0	0
716	chr7:68802273-68802444::F3_2	chr7:68802273-68802444::F3_17	-0.14344499312774	-0.413726234893683	-0.272234717780185	-0.44188312280388	-0.682615616457911	-0.378919884088188	-1.12683817252227	-0.6666662598948	-0.317822267151372	-0.713759983240792	0.0768311149456632	0.141481376510223	0	0	0.39593771608942	0	0	0	0	0
717	chr6:6972700-6972871::F1_2	chr6:6972700-6972871::F1_17	-0.199653711696891	-0.205074618278	-0.191442855850754	-0.343333132175733	-0.242286796727112	-0.689247445656796	-0.258058987092161	-0.852387043073017	-0.234876079500345	-0.510495068137272	0.170605657697879	0.263331279271233	0	0	0.275618988636927	0	0	0	0	0
718	chr20:57024751-57024922::F1_2	chr20:57024751-57024922::F1_17	-0.323461103947242	-0.255634065212033	-0.414579767239306	-0.361723498910877	-0.720614346130029	-0.928506534473643	-0.908643870918579	-0.51725816394276	-0.338849608827364	-0.768755728866253	0.0156315780166604	0.0418651814512776	0	0	0.429906120038889	1	0	0	0	0
719	chr21:39008862-39009033::F2_2	chr21:39008862-39009033::F2_17	-0.23108036842534	-0.691335849417256	-0.414934584971334	-0.290929465518909	0.634980905479892	0.473088621563064	0.478376492261302	0.846013224085133	-0.40707006708321	0.608114810847348	0.000314762160378969	0.00298728122123767	1	0	-1.01518487793056	1	1	1	1	1
720	chr10:4111673-4111844::F1_2	chr10:4111673-4111844::F1_17	-0.0843305719530825	0.107987189416492	0.445750450839969	0.0537677066252686	-0.116555302808048	0.278287473176248	0.0389065160131461	0.15980869233684	0.130793693732162	0.0901118446795465	0.782927270212341	0.840776054974645	0	1	0.0406818490526155	0	0	1	0	0
721	chr2:47925916-47926087::F2_2	chr2:47925916-47926087::F2_17	-0.011820311564758	-0.0359290246244973	-0.159317825821971	-0.0205965358197563	0.16011335767872	0.351884060628817	0.437108227475833	0.371529496518035	-0.0569159244577456	0.330158785575351	0.00278200634173314	0.011844861356827	1	0	-0.387074710033097	1	0	1	0	0
722	chr10:35047312-35047483::F1_2	chr10:35047312-35047483::F1_17	-0.553682084976642	-0.513498590749456	-0.496894138420161	-0.793127216434736	0.0578927761868348	0.123154972017931	0.217570624310562	-0.0884341099685177	-0.589300507645249	0.0775460656367025	0.000409632596598304	0.00344587905502089	0	0	-0.666846573281952	1	1	0	0	1
723	chr2:30503529-30503700::F1_2	chr2:30503529-30503700::F1_17	-0.932724680187721	-0.966926893285626	-1.13217451976383	-0.749170955478252	0.0921789441125914	0.0243118445358174	0.0730985405761921	-0.0853281587482634	-0.945249262178857	0.0260652926190844	0.00021371983779491	0.00229955918495609	0	0	-0.971314554797941	1	1	0	0	1
724	chr15:96808404-96808575::F3_2	chr15:96808404-96808575::F3_17	0.411726169194604	0.456481950587706	0.199831333561389	0.0657691432454636	0.671583247778034	0.419981062563054	0.154004951599479	0.275830424875853	0.283452149147291	0.380349921704105	0.52733505674151	0.625056412260646	1	1	-0.096897772556814	0	0	1	0	0
725	chr4:148231410-148231581::F1_2	chr4:148231410-148231581::F1_17	-0.0435580008206509	0.035640659355321	-0.034512526006117	0.202426311071831	-0.0660298611384572	0.0989369140709993	-0.131350481877085	-0.277943676162178	0.039999110900096	-0.0940967762766802	0.219164877581096	0.318118536034051	0	1	0.134095887176776	0	0	1	0	0
726	chr3:135789919-135790090::F2_2	chr3:135789919-135790090::F2_17	0.838804351098078	0.80713401685246	0.631308723046911	0.733641288987512	0.263891128910448	0.181825263073926	0.28906202504972	0.264430168088226	0.75272209499624	0.24980214628058	0.000363401831732422	0.00318234537819938	1	1	0.50291994871566	1	0	1	0	0
727	chr6:1884797-1884968::F3_2	chr6:1884797-1884968::F3_17	-0.507546628223542	-0.17848077340367	-0.266355637703213	-0.25638308834626	-0.485405748725853	-0.847697259460404	-1.024455707323	-0.632394445591403	-0.302191531919171	-0.747488290275165	0.0240529546503838	0.0581628938235762	0	0	0.445296758355994	0	0	0	0	0
728	chr7:93870890-93871061::F2_2	chr7:93870890-93871061::F2_17	-0.432862635772759	-0.10942535120368	-0.336136373697686	-0.251474947978449	-0.284320789040743	-0.40223525228059	-0.453656876174683	-0.726017115032029	-0.282474827163143	-0.466557508132011	0.167793736793284	0.260657757883691	0	0	0.184082680968868	0	0	0	0	0
729	chr7:68802159-68802330::F2_2	chr7:68802159-68802330::F2_17	0.226649279840079	0.0923116930070618	0.174217672426243	0.178297561993884	0.284814559750618	0.30245230710363	-0.0601010112626882	0.388983706327244	0.167869051816817	0.229037390479701	0.588669077302596	0.677365951747982	1	1	-0.061168338662884	0	0	1	0	0
730	chr14:59536478-59536649::F3_2	chr14:59536478-59536649::F3_17	-0.193746843509648	-0.0141846821367607	-0.0119105642126823	-0.107816303415445	-0.0972753009442995	0.0626568265587481	0.109312965930872	-0.100052058352119	-0.081914598318634	-0.0063393917016996	0.320033610505766	0.42630196869674	0	0	-0.0755752066169344	0	0	0	0	0
731	chr20:49039786-49039957::F2_2	chr20:49039786-49039957::F2_17	0.347920689364145	0.273132207730164	0.352929645809413	0.232424775870005	-0.859769964969939	-0.564064438817206	-0.920407207549327	-0.528577758366822	0.301601829693432	-0.718204842425823	0.00114539826149782	0.00667988565949149	0	1	1.01980667211926	1	2	1	2	2
732	chr12:124515336-124515507::F3_2	chr12:124515336-124515507::F3_17	0.142655766495127	-0.257990374659317	0.118551025825867	-0.124344236386096	0.101655588040972	0.0992701667218287	-0.240108252354398	0.208924701808454	-0.0302819546811047	0.0424355510542142	0.616019639338372	0.700131225712721	0	0	-0.0727175057353189	0	0	0	0	0
733	chr21:40297902-40298073::F1_2	chr21:40297902-40298073::F1_17	-0.111613318491551	-0.2248811393094	-0.0289248928242805	-0.06956284109901	-0.0254534603560541	0.0489623747633844	-0.0216213686936923	0.0513959037804453	-0.10874554793106	0.0133208623735208	0.0554163564140716	0.110276563014669	0	0	-0.122066410304581	0	0	0	0	0
734	chr9:78979950-78980121::F1_2	chr9:78979950-78980121::F1_17	0.0770469229847019	-0.157298453793213	0.0538232587278995	-0.202388788645885	0.0170477024854588	0.410992859526217	0.0544991684412313	0.170903732611658	-0.0572042651816242	0.163360865766141	0.103471020171436	0.178851526772046	0	0	-0.220565130947765	0	0	0	0	0
735	chr12:33136410-33136581::F2_2	chr12:33136410-33136581::F2_17	0.698521354480883	0.664222922854561	0.512752614214761	0.649713585377145	0.322301591178467	0.263769124004049	0.581819918307562	0.350148951182022	0.631302619231838	0.379509896168025	0.0276321886860498	0.0647316082636913	1	1	0.251792723063813	0	0	1	0	0
736	chr4:32027791-32027962::F2_2	chr4:32027791-32027962::F2_17	0.319301675611196	0.105321564924267	0.228203791866317	0.0872715977156953	-1.78184801728565	-1.63344569138713	-1.46827410824579	-1.26297980337274	0.185024657529369	-1.53663690507283	8.96250098787139e-05	0.00133762917969521	0	1	1.7216615626022	1	2	1	2	2
737	chr8:30032209-30032380::F1_2	chr8:30032209-30032380::F1_17	0.282489081558322	0.0746646270254913	0.230701210035022	0.169444179179157	0.468812903294627	0.50766242495673	0.204529699190256	0.560588563341841	0.189324774449498	0.435398397695864	0.0449973257106647	0.0942025461333373	1	1	-0.246073623246366	0	0	1	0	0
738	chr4:77586893-77587064::F1_2	chr4:77586893-77587064::F1_17	-1.0305847021232	-1.0896075896861	-1.29323679572203	-1.31883633404836	0.0254539282267428	0.164732537977234	0.243118553428802	0.119280557145087	-1.18306635539492	0.138146394194466	1.87424855776003e-05	0.00060149294755397	1	0	-1.32121274958939	1	1	1	1	1
739	chr12:33136524-33136695::F3_2	chr12:33136524-33136695::F3_17	-0.169767318626956	-0.0939418245772499	-0.0192053772238024	0.0285354004110207	-0.183258982280128	-0.225140140097356	-0.336070141489544	-0.14257257479602	-0.0635947800042469	-0.221760459665762	0.0392550070033585	0.0847370913229574	0	0	0.158165679661515	0	0	0	0	0
740	chr7:79941653-79941824::F3_2	chr7:79941653-79941824::F3_17	0.154056755474257	-0.166221928900052	-0.0624255083518217	0.0486012765901233	-0.193439142801525	0.218766243208179	0.128808492204695	0.424275320294118	-0.00649735129687335	0.144602728226367	0.351881592597841	0.459357301223422	0	0	-0.15110007952324	0	0	0	0	0
741	chr8:141948347-141948518::F3_2	chr8:141948347-141948518::F3_17	-1.35716817336779	-1.1852958152275	-1.20360025568906	-1.01097756760368	-0.116176804133818	-0.164476535542498	-0.25343321851587	-0.390440291596344	-1.18926045297201	-0.231131712447132	5.73341429207879e-05	0.00104710250492176	0	0	-0.958128740524878	1	1	0	0	1
742	chr1:147221306-147221477::F3_2	chr1:147221306-147221477::F3_17	-0.749986066968901	-0.487397176690581	-0.753670562326902	-0.5042122660271	-0.382145350259125	-0.281407979795707	0.0410581191036382	-0.312909744946722	-0.623816518003371	-0.233851238974479	0.0186477535390603	0.0477768009454835	0	0	-0.389965279028892	1	0	0	0	0
743	chr9:11136165-11136336::F3_2	chr9:11136165-11136336::F3_17	-0.655423980579395	-0.431692847046036	-0.316662857478737	-0.402151439716699	0.354742437751285	0.0847274965572517	0.132288352051955	0.224292768451048	-0.451482781205217	0.199012763702885	0.000513392436316244	0.00395333537646018	1	0	-0.650495544908102	1	1	1	1	1
744	chr4:90629925-90630096::F1_2	chr4:90629925-90630096::F1_17	0.0637611609063627	0.0129020769358555	-0.0793982475594468	-0.324574123071708	0.0580583203736747	0.0111550831329927	0.926762270895641	0.156869351090639	-0.0818272831972342	0.288211256373237	0.186471419121681	0.281405088057508	1	0	-0.370038539570471	0	0	1	0	0
745	chr12:48246135-48246306::F2_2	chr12:48246135-48246306::F2_17	-0.758874232310716	-0.753262448731496	-0.799532599285403	-0.829369490385382	-0.236455489434828	0.358457063542548	0.0797480317530604	0.292284662433732	-0.785259692678249	0.123508567073628	0.00599554332930731	0.0205858111096563	0	0	-0.908768259751877	1	1	0	0	1
746	chr3:4872997-4873168::F2_2	chr3:4872997-4873168::F2_17	1.48469576932083	1.45338160830886	1.43377534913593	1.32340629342079	1.50188312797407	1.54262188987579	1.49240059852577	1.36388852451714	1.4238147550466	1.47519853522319	0.36334516379323	0.47088990415033	1	1	-0.05138378017659	0	0	1	0	0
747	chr7:93871004-93871175::F3_2	chr7:93871004-93871175::F3_17	-0.415894758898111	0.0442399393747793	-0.133682679479416	-0.422693881188125	0.0958948933153728	-0.316571715523467	-0.233804378992344	0.586341889515085	-0.232007845047718	0.0329651720786617	0.31280487763357	0.418782898630716	0	0	-0.26497301712638	0	0	0	0	0
748	chr20:49157522-49157693::F2_2	chr20:49157522-49157693::F2_17	0.557472134354811	0.482476040192751	0.633052488574156	0.537485328923048	0.25734253912426	0.278382011915021	0.191345193178155	0.23188011373293	0.552621498011192	0.239737464487591	0.000378800234256873	0.00327076034307023	1	1	0.312884033523601	1	0	1	0	0
749	chr11:20009212-20009383::F3_2	chr11:20009212-20009383::F3_17	-0.221046764896025	-0.220347339942796	-0.0320705721079804	-0.0473093041688825	0.242235429994483	0.251985531609862	0.0298469910435987	0.270065713246516	-0.130193495278921	0.198533416473615	0.00535085361635603	0.0189343143900629	1	0	-0.328726911752536	1	0	1	0	0
750	chr18:25658999-25659170::F3_2	chr18:25658999-25659170::F3_17	0.00749596943776777	-0.35147344269877	0.269294878467817	0.0287202537965746	-0.941471030024015	-0.113156044370803	-0.421612873823323	-0.168800959283712	-0.0114905852491527	-0.411260226875463	0.137264860913768	0.222639353722828	0	0	0.39976964162631	0	0	0	0	0
751	chr3:34053809-34053980::F3_2	chr3:34053809-34053980::F3_17	0.192559065140381	0.193964735522441	0.0100183806951598	0.128154395584135	-0.771854113783659	-0.969941594855577	-0.97781869787626	-0.872910168556554	0.131174144235529	-0.898131143768013	4.43852708031354e-06	0.000337571265067134	0	1	1.02930528800354	1	2	1	2	2
752	chr20:57024866-57025037::F2_2	chr20:57024866-57025037::F2_17	0.232482849376393	-0.0837965267993298	0.094976694051384	0.114547097601406	0.170366043053305	0.110680424065257	0.0782187731876724	0.129166552709762	0.0895525285574633	0.122107948253999	0.660559178008804	0.739698377633094	0	0	-0.0325554196965357	0	0	0	0	0
753	chr4:186070725-186070896::F3_2	chr4:186070725-186070896::F3_17	-0.0415414181727958	0.023619619564932	0.11311834872771	-0.0759711439173362	-1.10895298297076	-0.882922615022363	-1.16678141607409	-0.632130169462256	0.0048063515506275	-0.947696795882367	0.00241724543229906	0.0108143002740728	0	0	0.952503147432994	1	2	0	0	2
754	chr1:19734286-19734457::F2_2	chr1:19734286-19734457::F2_17	-0.0322096057685015	0.0872252479087295	-0.101399429093489	-0.0578103164874497	0.0642758215409814	-0.14081112609839	0.235987569482285	0.211756957637234	-0.0260485258601777	0.0928023056405276	0.277900986039816	0.38276017724958	0	0	-0.118850831500705	0	0	0	0	0
755	chr2:96917433-96917604::F1_2	chr2:96917433-96917604::F1_17	-0.216928688230316	-0.526460026866334	-0.322136067180819	-0.173623756923352	-0.384571054226627	-0.820423425065194	-0.506882444875088	-0.617122859186001	-0.309787134800205	-0.582249945838228	0.0671522673234451	0.127550252541829	0	0	0.272462811038023	0	0	0	0	0
756	chr12:124515222-124515393::F2_2	chr12:124515222-124515393::F2_17	0.26589224465795	0.161990708092022	0.320597764597562	0.315331066501111	-0.413757115631109	-0.100467092216158	-0.222239927964772	-0.273290846579923	0.265952945962161	-0.252438745597991	0.00116289043845328	0.0067464657411626	0	1	0.518391691560152	1	0	1	0	0
757	chr14:33030670-33030841::F1_2	chr14:33030670-33030841::F1_17	0.193061423161713	0.132932160803486	0.0337845068784165	0.0110346232645649	-0.181936681844197	0.36336342042632	0.177677428307519	-0.139474603175499	0.0927031785270451	0.0549073909285358	0.797908101341526	0.851592806352971	0	1	0.0377957875985093	0	0	1	0	0
758	chr2:8749701-8749872::F2_2	chr2:8749701-8749872::F2_17	1.58238632480536	1.63538759971484	2.01636803912581	1.47648428800638	1.29361630362519	1.12631428659347	1.14868274078374	1.39102276638102	1.6776565629131	1.23990902434586	0.0249105059636985	0.0597938301385448	1	1	0.43774753856724	0	0	1	0	0
759	chr9:78980065-78980236::F2_2	chr9:78980065-78980236::F2_17	-0.120471232214043	0.0416790396170566	0.44268283619002	-0.199560293849287	0.139163575478943	0.0188218541863835	0.428586033315172	0.199025643899573	0.0410825874359367	0.196399276720018	0.395276839533578	0.503458823833546	1	0	-0.155316689284081	0	0	1	0	0
760	chr1:245748821-245748992::F3_2	chr1:245748821-245748992::F3_17	0.0413701126066398	-0.0427302898069015	-0.124934673230852	0.0188514780482338	0.0250465302966051	-0.207240150732822	0.127135830551944	0.0290696697610801	-0.02686084309572	-0.0064970300307982	0.810485757627383	0.859728109733899	0	0	-0.0203638130649218	0	0	0	0	0
761	chr7:79917760-79917931::F1_2	chr7:79917760-79917931::F1_17	-0.0137212970407368	-0.0339241144566855	-0.114021302269378	0.033181446173766	-0.74207846430606	-0.549258285839673	-0.823398792243965	-0.50123793799008	-0.0321213168982586	-0.653993370094945	0.00178590440089333	0.00884508584635127	0	0	0.621872053196686	1	2	0	0	2
762	chr12:124515107-124515278::F1_2	chr12:124515107-124515278::F1_17	-0.11270566976642	0.153335282295211	0.084382227658871	-0.129700343987085	-1.37157344693567	-1.07940935092112	-1.47006710248056	-0.904107409942366	-0.00117212594985575	-1.20628932756993	0.0006604599824231	0.00466523387075452	0	0	1.20511720162007	1	2	0	0	2
763	chr18:25658770-25658941::F1_2	chr18:25658770-25658941::F1_17	-0.134523962852074	-0.084316013246453	-0.00519529727611752	-0.0906061310951352	-1.21457895601973	-1.21797999213142	-1.06122381249628	-1.50399739412254	-0.0786603511174449	-1.24944503869249	0.000543402920013085	0.00409914811401175	0	0	1.17078468757505	1	2	0	0	2
764	chr15:30133105-30133276::F1_2	chr15:30133105-30133276::F1_17	-0.0808727281807972	-0.20248480111921	-0.387130974456425	-0.0352942955160946	0.0828888754435272	0.222272874833834	0.0818544982971584	-0.128893379450466	-0.176445699818132	0.0645307172810134	0.0653002353522144	0.124715138175265	0	0	-0.240976417099145	0	0	0	0	0
765	chr4:148344460-148344631::F2_2	chr4:148344460-148344631::F2_17	0.143561378753629	0.160489468844848	0.391920224412651	0.347964519725556	0.0431280731573787	-0.229438164091713	0.444632198506848	0.171504898944536	0.260983897934171	0.107456751629262	0.372427007671642	0.480082365124903	0	1	0.153527146304909	0	0	1	0	0
766	chr15:96808290-96808461::F2_2	chr15:96808290-96808461::F2_17	0.689849075636185	1.01967655324556	0.857588684087973	0.886999560799812	0.301166459141476	0.492717068362966	1.25610444229419	0.478264886076817	0.863528468442383	0.632063213968862	0.363975853970258	0.471377173138062	1	1	0.231465254473521	0	0	1	0	0
767	chr4:38062479-38062650::F2_2	chr4:38062479-38062650::F2_17	0.411659781174066	0.417358356268328	0.324933162909398	0.298195790046599	0.486830045541025	0.829437034817447	0.603824938675612	0.504431044193873	0.363036772599598	0.606130765806989	0.0468295626498786	0.0970502918372997	1	1	-0.243093993207391	0	0	1	0	0
768	chr10:35047541-35047712::F3_2	chr10:35047541-35047712::F3_17	0.105923275975966	0.253342310271449	-0.0678882026673001	0.134892802443349	-0.14341647013299	-0.321157271306284	0.104058194482848	-0.18711981605484	0.106567546505866	-0.136908840752817	0.0739889852283002	0.137524889851866	0	1	0.243476387258683	0	0	1	0	0
769	chr1:120557270-120557441::F2_2	chr1:120557270-120557441::F2_17	-0.6287650163397	-0.363659062508848	0.0074029390499638	-0.188814041595541	-0.335272576226332	-0.443187624790339	0.19731381786236	0.0362903373535677	-0.293458795348531	-0.136214011450186	0.467999084919262	0.573963092439086	0	0	-0.157244783898345	0	0	0	0	0
770	chr3:82149736-82149907::F3_2	chr3:82149736-82149907::F3_17	0.274971686303349	0.371904650647528	0.263886184171735	0.341728518736758	0.00703699538457295	0.0778106731918506	0.397252635611003	0.179296787234531	0.313122759964843	0.165349272855489	0.180583249322473	0.274609203023383	1	1	0.147773487109354	0	0	1	0	0
771	chr20:49039671-49039842::F1_2	chr20:49039671-49039842::F1_17	0.76276831315564	0.666908987283783	0.732971334813459	0.577069343107569	0.166788605018425	0.146265595994231	-0.203819121809128	0.155515912729592	0.684929494590113	0.06618774798328	0.0028419527712253	0.0119988758827702	0	1	0.618741746606833	1	2	1	2	2
772	chr4:77723926-77724097::F3_2	chr4:77723926-77724097::F3_17	-0.0961587249360514	-0.162913834037124	-0.0848008753508956	0.0495267582978205	-0.0530915766701141	-0.00841470521042767	-0.0598293053817941	-0.0601132292084247	-0.0735866690065626	-0.0453622041176901	0.579101238391193	0.66940871862334	0	0	-0.0282244648888725	0	0	0	0	0
773	chr8:30032438-30032609::F3_2	chr8:30032438-30032609::F3_17	0.531684125721153	0.452901845209323	0.509140551645482	0.620998972386127	0.139661733201198	0.229282239845065	-0.209444599697686	0.0414049812790776	0.528681373740521	0.0502260886569137	0.0102176929565252	0.0303037560334551	0	1	0.478455285083607	1	0	1	0	0
