KO	fold	active	final_sig
chr1:147221192-147221363::F2_4	-0.115029672	0	0
chr13:39332360-39332531::F1_4	0.126562975	1	0
chr5:140367691-140367862::F2_4	0.085971513	0	0
chr13:39443068-39443239::F2_4	-0.114200385	0	0
chr4:23949474-23949645::F1_4	-0.223131182	1	0
chr4:174412381-174412552::F2_4	-0.075711126	0	0
chr11:20009098-20009269::F2_4	-0.219705713	1	0
chr9:71888266-71888437::F3_4	-0.373977136	1	0
chr3:82149622-82149793::F2_4	-0.385163938	1	0
chr21:40298131-40298302::F3_4	0.004941035	0	0
chr14:33062574-33062745::F2_4	-0.24667321	0	0
chr15:30133220-30133391::F2_4	-0.439220382	1	0
chr16:10695646-10695817::F1_4	1.347289595	0	0
chr14:45535282-45535453::F3_4	-1.190276044	0	0
chr13:39442953-39443124::F1_4	-0.446717885	1	0
chr15:99232922-99233093::F2_4	-0.582021067	0	0
chr21:39008976-39009147::F3_4	-0.143754789	0	0
chr8:41676410-41676581::F3_4	-1.593105136	1	1
chr20:1396578-1396749::F1_4	1.934099715	0	0
chr9:137494691-137494862::F3_4	-0.955119165	0	0
chr11:20008983-20009154::F1_4	0.251627409	0	0
chr22:28309221-28309392::F2_4	0.308518803	1	0
chr11:16955473-16955644::F2_4	0.188780789	1	0
chr9:78980179-78980350::F3_4	-0.226056348	0	0
chr18:10040660-10040831::F1_4	-1.232201014	1	1
chr5:38695727-38695898::F2_4	-0.337280709	1	0
chr9:137494577-137494748::F2_4	-1.167010612	1	1
chr12:46849640-46849811::F2_4	-0.090914008	0	0
chr6:91463773-91463944::F3_4	-0.381411789	0	0
chr10:3542784-3542955::F3_4	-0.135935802	0	0
chr11:13628218-13628389::F1_4	0.207944619	1	0
chr21:40298017-40298188::F2_4	0.137707759	0	0
chr4:24009710-24009881::F2_4	-0.178257143	1	0
chr16:89545267-89545438::F2_4	0.555383166	0	0
chr14:33062459-33062630::F1_4	0.213097978	0	0
chr2:72070680-72070851::F3_4	-0.518316266	1	0
chr6:6972815-6972986::F2_4	-0.431537348	0	0
chr4:77587008-77587179::F2_4	-0.185700073	0	0
chr9:71888152-71888323::F2_4	-0.167272159	1	0
chr2:5593622-5593793::F1_4	0.186534853	1	0
chr2:72070566-72070737::F2_4	-1.19807403	1	1
chr12:51013120-51013291::F2_4	-0.666012675	1	0
chr18:22819941-22820112::F3_4	-0.170749068	0	0
chr6:21459879-21460050::F1_4	0.195160372	1	0
chr10:18571268-18571439::F3_4	0.072836607	0	0
chr2:30503758-30503929::F3_4	-0.034845492	0	0
chr6:113673397-113673568::F1_4	-0.17909444	1	0
chr4:53791931-53792102::F2_4	-1.306527806	0	0
chr10:18571154-18571325::F2_4	0.344097382	1	0
chr4:90630040-90630211::F2_4	0.166782908	1	0
chr14:45535053-45535224::F1_4	0.050287225	0	0
chr13:39332589-39332760::F3_4	-0.053716908	0	0
chr4:90630154-90630325::F3_4	-0.371101831	0	0
chr14:59536364-59536535::F2_4	-0.154852402	0	0
chr5:123932746-123932917::F3_4	-0.343842948	1	0
chr10:85437800-85437971::F3_4	0.373431499	0	0
chr5:123708259-123708430::F2_4	-0.772096098	0	0
chr4:24009595-24009766::F1_4	-0.11290142	0	0
chr9:12972950-12973121::F1_4	0.010681928	0	0
chr6:6972929-6973100::F3_4	-0.420580346	1	0
chr3:111454210-111454381::F1_4	-0.122363267	0	0
chr9:101837818-101837989::F3_4	0.030853757	1	0
chr7:46552511-46552682::F2_4	-0.138365074	0	0
chr2:131834490-131834661::F2_4	0.626021448	1	2
chr4:53791816-53791987::F1_4	0.009798171	0	0
chr15:99233036-99233207::F3_4	0.493195122	1	0
chr12:46849525-46849696::F1_4	0.400424506	1	0
chr3:69841226-69841397::F3_4	-0.210558414	0	0
chr1:120557384-120557555::F3_4	0.378004776	0	0
chr6:113673512-113673683::F2_4	-0.119585525	0	0
chr6:91463659-91463830::F2_4	-0.0463049	0	0
chr18:19791658-19791829::F2_4	0.076696655	1	0
chr3:69840997-69841168::F1_4	1.650910601	0	0
chr6:39745261-39745432::F3_4	-0.162166524	0	0
chr7:47521954-47522125::F3_4	0.188285498	0	0
chr9:71888037-71888208::F1_4	0.290631518	0	0
chr4:17273871-17274042::F2_4	0.387138249	0	0
chr7:46552625-46552796::F3_4	-0.088132333	1	0
chr1:101669689-101669860::F2_4	-0.15418975	0	0
chr2:131834604-131834775::F3_4	-0.438997087	1	0
chr2:5593737-5593908::F2_4	-0.254991832	0	0
chr4:38062364-38062535::F1_4	0.214103243	0	0
chr18:22819712-22819883::F1_4	0.008778288	0	0
chr10:85437571-85437742::F1_4	0.142385605	1	0
chr5:38695841-38696012::F3_4	-0.395683231	1	0
chr1:41616880-41617051::F3_4	1.318828091	0	0
chr20:49157407-49157578::F1_4	-0.450666455	0	0
chr21:39008747-39008918::F1_4	1.119546733	1	2
chr1:19734400-19734571::F3_4	-1.197120206	0	0
chr11:16955587-16955758::F3_4	0.028214807	1	0
chr1:245748592-245748763::F1_4	0.034755223	0	0
chr13:111864629-111864800::F2_5	0.474315262	0	0
chr6:113673626-113673797::F3_5	-0.222032731	0	0
chr4:74152831-74153002::F3_5	0.114271092	0	0
chr12:33136295-33136466::F1_5	-0.141629207	0	0
chr7:69942307-69942478::F3_5	-0.15836759	0	0
chr1:74892107-74892278::F3_5	0.795978236	1	2
chr7:79941424-79941595::F1_5	0.990003357	1	2
chr4:148231639-148231810::F3_5	0.335968011	1	0
chr11:77801790-77801961::F3_5	0.12063287	0	0
chr10:85437686-85437857::F2_5	0.433282783	1	0
chr20:49157636-49157807::F3_5	-1.073247054	1	1
chr1:41616766-41616937::F2_5	-0.461948077	1	0
chr2:238027612-238027783::F3_5	0.534104481	0	0
chr14:33030899-33031070::F3_5	0.975368638	1	2
chr1:101669803-101669974::F3_5	0.068373491	1	0
chr5:123932517-123932688::F1_5	-0.394912269	0	0
chr10:4111902-4112073::F3_5	0.177190275	1	0
chr18:25502209-25502380::F3_5	0.007966995	0	0
chr3:34053580-34053751::F1_5	-0.129558668	0	0
chr6:1641825-1641996::F3_5	0.31129277	1	0
chr22:28309106-28309277::F1_5	-0.413127456	1	0
chr12:48246249-48246420::F3_5	-0.195722915	0	0
chr18:25658885-25659056::F2_5	0.061016626	0	0
chr4:122612090-122612261::F3_5	0.753250387	1	2
chr1:74891993-74892164::F2_5	0.450695355	1	0
chr20:49530618-49530789::F2_5	-0.108263259	0	0
chr20:57024980-57025151::F3_5	-0.031996618	0	0
chr3:82149507-82149678::F1_5	0.187471431	0	0
chr11:77801676-77801847::F2_5	0.773689618	1	2
chr9:12973065-12973236::F2_5	0.479453205	0	0
chr8:134807070-134807241::F3_5	-0.573919235	1	0
chr6:53902347-53902518::F2_5	-0.110744452	0	0
chr6:39745147-39745318::F2_5	0.799048312	0	0
chr4:186070611-186070782::F2_5	-0.085293597	0	0
chr3:34053695-34053866::F2_5	-0.306083821	0	0
chr5:38695612-38695783::F1_5	0.540156533	0	0
chr2:96917548-96917719::F2_5	0.189937927	1	0
chr16:89545152-89545323::F1_5	-2.036706627	0	0
chr9:101837704-101837875::F2_5	-0.206529246	0	0
chr1:41616651-41616822::F1_5	0.053024884	0	0
chr10:3542555-3542726::F1_5	-0.285070211	1	0
chr14:33062688-33062859::F3_5	-0.068962774	0	0
chr11:13628333-13628504::F2_5	1.499502698	0	0
chr2:145214490-145214661::F3_5	-0.172860093	0	0
chr4:17273756-17273927::F1_5	0.358328613	0	0
chr1:6732815-6732986::F3_5	0.049903451	1	0
chr18:25502095-25502266::F2_5	0.14334735	0	0
chr4:74152602-74152773::F1_5	-0.164719592	0	0
chr3:135789804-135789975::F1_5	0.71133215	0	0
chr6:39745032-39745203::F1_5	-0.08558925	0	0
chr16:51046417-51046588::F2_5	0.153542942	1	0
chr14:45535168-45535339::F2_5	-0.033651576	1	0
chr12:46849754-46849925::F3_5	-0.019843228	0	0
chr3:141549370-141549541::F1_5	-0.735061156	1	1
chr22:28309335-28309506::F3_5	-0.133682987	0	0
chr8:30032324-30032495::F2_5	0.263960085	0	0
chr3:141549485-141549656::F2_5	0.147184139	0	0
chr4:148344574-148344745::F3_5	0.211120146	0	0
chr6:21460108-21460279::F3_5	-0.266977965	0	0
chr2:84620694-84620865::F2_5	-0.790673685	1	1
chr2:72070451-72070622::F1_5	-1.115028904	0	0
chr7:47521725-47521896::F1_5	1.432643177	1	2
chr9:101837589-101837760::F1_5	0.079960159	0	0
chr3:111454439-111454610::F3_5	-0.235584605	0	0
chr2:8749815-8749986::F3_5	-0.048131102	1	0
chr7:68802273-68802444::F3_5	0.388427945	0	0
chr6:6972700-6972871::F1_5	0.558340179	0	0
chr20:57024751-57024922::F1_5	0.455218666	0	0
chr21:39008862-39009033::F2_5	-1.03353648	1	1
chr10:4111673-4111844::F1_5	0.831174092	1	2
chr2:47925916-47926087::F2_5	-0.537415995	1	0
chr10:35047312-35047483::F1_5	0.216467439	1	0
chr2:30503529-30503700::F1_5	0.060712519	1	0
chr15:96808404-96808575::F3_5	-0.145684254	1	0
chr3:135789919-135790090::F2_5	-0.880225646	1	1
chr6:1884797-1884968::F3_5	0.715097595	0	0
chr7:93870890-93871061::F2_5	0.494609437	0	0
chr7:68802159-68802330::F2_5	-0.171788484	1	0
chr14:59536478-59536649::F3_5	-0.074715929	0	0
chr20:49039786-49039957::F2_5	0.665850071	0	0
chr7:133380991-133381162::F2_5	-0.488387764	0	0
chr12:124515336-124515507::F3_5	-0.44498008	0	0
chr21:40297902-40298073::F1_5	0.096098116	0	0
chr9:78979950-78980121::F1_5	0.019138253	1	0
chr12:33136410-33136581::F2_5	0.023283315	1	0
chr4:32027791-32027962::F2_5	1.925932624	1	2
chr8:30032209-30032380::F1_5	-0.085319015	1	0
chr4:77586893-77587064::F1_5	-0.123099846	1	0
chr12:33136524-33136695::F3_5	-0.024620807	0	0
chr7:79941653-79941824::F3_5	-0.982185039	0	0
chr8:141948347-141948518::F3_5	0.034629717	0	0
chr15:96666221-96666392::F1_5	0.051816635	0	0
chr1:147221306-147221477::F3_5	0.025558351	0	0
chr9:11136165-11136336::F3_5	-0.617842317	1	1
chr4:90629925-90630096::F1_5	-1.142871095	1	1
chr12:48246135-48246306::F2_5	-0.446674865	0	0
chr3:4872997-4873168::F2_5	-0.020875441	1	0
chr7:93871004-93871175::F3_5	0.673792563	1	0
chr20:49157522-49157693::F2_5	-0.064607777	1	0
chr11:20009212-20009383::F3_5	0.318959598	1	0
chr18:25658999-25659170::F3_5	0.705237627	1	0
chr3:34053809-34053980::F3_5	0.694792799	0	0
chr20:57024866-57025037::F2_5	-0.407009461	0	0
chr4:186070725-186070896::F3_5	0.598102675	0	0
chr1:19734286-19734457::F2_5	-0.031707042	0	0
chr2:96917433-96917604::F1_5	0.324640087	0	0
chr12:124515222-124515393::F2_5	0.30183943	1	0
chr14:33030670-33030841::F1_5	-0.101194324	0	0
chr2:8749701-8749872::F2_5	0.422560313	1	0
chr9:78980065-78980236::F2_5	-0.163179357	1	0
chr1:245748821-245748992::F3_5	-0.267299637	0	0
chr7:79917760-79917931::F1_5	0.177325936	0	0
chr12:124515107-124515278::F1_5	0.910386259	0	0
chr18:25658770-25658941::F1_5	1.008056707	0	0
chr15:30133105-30133276::F1_5	0.375428883	1	0
chr4:148344460-148344631::F2_5	-0.329239772	0	0
chr15:96808290-96808461::F2_5	-0.676454351	1	0
chr4:38062479-38062650::F2_5	-0.725462894	1	1
chr10:35047541-35047712::F3_5	0.220194122	0	0
chr1:120557270-120557441::F2_5	-0.122813625	0	0
chr3:82149736-82149907::F3_5	-0.22790376	1	0
chr20:49039671-49039842::F1_5	-0.256421293	0	0
chr4:77723926-77724097::F3_5	0.076053954	0	0
chr8:30032438-30032609::F3_5	0.772806747	1	2
chr2:96917662-96917833::F3_5	-0.328725152	1	0
chr12:48246020-48246191::F1_5	0.883768146	0	0
chr16:24680782-24680953::F1_5	0.048806783	0	0
chr15:96666450-96666621::F3_5	-0.032343871	0	0
chr5:123932632-123932803::F2_5	-0.253445851	0	0
chr6:113846281-113846452::F1_5	-0.79897974	0	0
chr16:51046302-51046473::F1_5	0.101523252	0	0
chr15:30133334-30133505::F3_5	0.704719231	1	2
chr3:4872882-4873053::F1_5	-0.288586083	0	0
chr2:145214261-145214432::F1_5	0.408757692	1	0
chr3:141549599-141549770::F3_5	0.265169128	1	0
chr2:47925801-47925972::F1_5	-0.250013318	1	0
chr7:94682329-94682500::F3_5	0.440251715	0	0
chr11:85885320-85885491::F3_5	-0.107493076	0	0
chr2:145214376-145214547::F2_5	0.094850182	0	0
chr15:96808175-96808346::F1_5	1.859132804	1	2
chr11:85885206-85885377::F2_5	0.446305943	1	0
chr1:243368246-243368417::F1_5	-0.360234504	0	0
chr9:137494462-137494633::F1_5	0.092358576	0	0
chr4:74152717-74152888::F2_5	-0.041945362	0	0
chr18:19791543-19791714::F1_5	0.006866307	0	0
chr9:11135936-11136107::F1_5	0.482076304	0	0
chr7:79941539-79941710::F2_5	0.028242304	0	0
chr3:111454325-111454496::F2_5	1.30270842	1	2
chr1:245748707-245748878::F2_5	0.124855392	0	0
chr20:49039900-49040071::F3_5	-0.955427616	1	1
chr16:24681011-24681182::F3_5	0.166928387	0	0
chr6:1884568-1884739::F1_5	0.575892708	1	0
chr13:111864514-111864685::F1_5	0.482340607	0	0
chr18:10040775-10040946::F2_5	-0.08346075	0	0
chr3:133207990-133208161::F3_5	0.157727283	0	0
chr2:84620808-84620979::F3_5	-0.126666508	0	0
chr20:1396807-1396978::F3_5	-0.341288129	1	0
chr6:1641711-1641882::F2_5	0.636532528	1	2
chr4:148231525-148231696::F2_5	0.145026304	0	0
chr22:31998452-31998623::F3_5	-0.160795381	0	0
chr10:18571039-18571210::F1_5	-0.343341625	0	0
chr4:32027676-32027847::F1_5	-0.147661949	0	0
chr6:53902232-53902403::F1_5	-0.700862671	1	1
chr15:96666336-96666507::F2_5	-0.011403952	0	0
chr7:79917875-79918046::F2_5	0.927933546	0	0
chr7:47106937-47107108::F2_5	-0.322187678	1	0
chr8:134806841-134807012::F1_5	-0.586695414	0	0
chr22:31998223-31998394::F1_5	0.535852612	1	0
chr12:51013234-51013405::F3_5	-0.128587165	0	0
chr5:123708144-123708315::F1_5	-0.298390688	0	0
chr2:5593851-5594022::F3_5	0.184681244	0	0
chr4:77723812-77723983::F2_5	-0.175181966	1	0
chr1:74891878-74892049::F1_5	-0.311693806	0	0
chr4:122611861-122612032::F1_5	0.215081781	0	0
chr8:41676296-41676467::F2_5	0.023825191	1	0
chr16:10695761-10695932::F2_5	0.12126917	1	0
chr6:1641596-1641767::F1_5	-0.187875053	0	0
chr4:53792045-53792216::F3_5	-0.223533026	0	0
chr2:30503644-30503815::F2_5	0.574422812	1	0
chr13:82576764-82576935::F1_5	-0.304709216	0	0
chr3:133207876-133208047::F2_5	-0.128113786	1	0
chr1:243368475-243368646::F3_5	-0.181734146	0	0
chr11:85885091-85885262::F1_5	-0.302758883	0	0
chr2:131834375-131834546::F1_5	0.252796746	0	0
chr2:84620579-84620750::F1_5	-0.040660059	0	0
chr1:147206756-147206927::F3_5	-0.360032105	1	0
chr1:147206642-147206813::F2_5	0.03127021	0	0
chr4:79390168-79390339::F3_5	-0.434714981	1	0
chr7:68802044-68802215::F1_5	0.027998512	1	0
chr3:69841112-69841283::F2_5	-0.389761805	0	0
chr4:23949589-23949760::F2_5	0.198316984	1	0
chr11:77801561-77801732::F1_5	0.803364846	1	2
chr6:91463544-91463715::F1_5	0.652530108	1	2
chr4:79389939-79390110::F1_5	0.170936861	0	0
chr4:186070496-186070667::F1_5	-0.180172756	0	0
chr22:31998338-31998509::F2_5	0.008180073	1	0
chr15:99232807-99232978::F1_5	0.057939712	0	0
chr2:47926030-47926201::F3_5	-0.093166403	0	0
chr11:16955358-16955529::F1_5	-0.143535458	1	0
chr8:134806956-134807127::F2_5	0.270175917	0	0
chr7:93870775-93870946::F1_5	-0.089454774	0	0
chr1:147221077-147221248::F1_5	0.077604469	0	0
chr7:94682215-94682386::F2_5	0.168252332	1	0
chr10:3542670-3542841::F2_5	-0.006407774	1	0
chr3:4873111-4873282::F3_5	-0.37695047	0	0
chr6:113846510-113846681::F3_5	-0.016318321	0	0
chr7:47521840-47522011::F2_5	-0.827091035	1	1
chr1:147206527-147206698::F1_5	-0.232230926	0	0
chr6:118857661-118857832::F1_5	0.672781052	0	0
chr10:35047427-35047598::F2_5	-0.851502721	0	0
chr4:24009824-24009995::F3_5	-0.226839773	0	0
chr14:33030785-33030956::F2_5	-0.240719651	1	0
chr1:243368361-243368532::F2_5	0.639222197	1	2
chr3:133207761-133207932::F1_5	1.061069568	1	2
chr11:13628447-13628618::F3_5	0.883259055	1	2
chr2:8749586-8749757::F1_5	-0.750770246	0	0
chr4:32027905-32028076::F3_5	0.979391589	1	2
chr20:49530503-49530674::F1_5	0.064497704	0	0
chr6:113846396-113846567::F2_5	0.245868504	0	0
chr9:11136051-11136222::F2_5	-0.44967756	0	0
chr8:141948233-141948404::F2_5	0.254213342	0	0
chr16:24680897-24681068::F2_5	0.080262672	0	0
chr18:25501980-25502151::F1_5	-0.777959714	1	1
chr7:47107051-47107222::F3_5	-0.533393078	1	0
chr13:39443182-39443353::F3_5	0.038648587	0	0
chr16:10695875-10696046::F3_5	0.179589973	0	0
chr4:174412266-174412437::F1_5	-0.164184158	0	0
chr1:101669574-101669745::F1_5	-0.576807481	0	0
chr7:94682100-94682271::F1_5	0.228231889	0	0
chr5:140367805-140367976::F3_5	-0.072655954	0	0
chr4:38062593-38062764::F3_5	-0.28089692	0	0
chr13:82576993-82577164::F3_5	-0.176073558	0	0
chr7:133381105-133381276::F3_5	-0.195387505	0	0
chr10:4111788-4111959::F2_5	-0.113984703	1	0
chr7:133380876-133381047::F1_5	-0.357423773	0	0
chr6:1884683-1884854::F2_5	-0.132992321	1	0
chr1:147221192-147221363::F2_5	1.036403961	1	2
chr13:39332360-39332531::F1_5	-0.352103513	0	0
chr5:140367691-140367862::F2_5	0.447820971	1	0
chr13:39443068-39443239::F2_5	0.872016933	1	2
chr4:23949474-23949645::F1_5	-0.408113107	1	0
chr4:174412381-174412552::F2_5	-0.033264709	0	0
chr11:20009098-20009269::F2_5	-0.133219419	1	0
chr9:71888266-71888437::F3_5	-0.128370668	1	0
chr3:82149622-82149793::F2_5	-0.148182324	1	0
chr21:40298131-40298302::F3_5	-0.127884377	0	0
chr14:33062574-33062745::F2_5	-0.178559444	0	0
chr15:30133220-30133391::F2_5	-0.98948322	1	1
chr16:10695646-10695817::F1_5	1.246752072	0	0
chr14:45535282-45535453::F3_5	-0.394702115	0	0
chr13:39442953-39443124::F1_5	-0.23483851	1	0
chr15:99232922-99233093::F2_5	0.005854312	0	0
chr21:39008976-39009147::F3_5	0.257094351	1	0
chr8:41676410-41676581::F3_5	-0.100946296	1	0
chr20:1396578-1396749::F1_5	1.950785908	0	0
chr9:137494691-137494862::F3_5	0.288345361	1	0
chr11:20008983-20009154::F1_5	-0.322537482	0	0
chr22:28309221-28309392::F2_5	0.141047233	1	0
chr11:16955473-16955644::F2_5	0.008284745	0	0
chr9:78980179-78980350::F3_5	-0.392774242	0	0
chr18:10040660-10040831::F1_5	-1.21774434	1	1
chr9:137494577-137494748::F2_5	-0.190013911	1	0
chr12:46849640-46849811::F2_5	0.208795118	0	0
chr6:91463773-91463944::F3_5	-0.703152834	0	0
chr10:3542784-3542955::F3_5	-0.083906465	0	0
chr11:13628218-13628389::F1_5	-0.098760348	0	0
chr21:40298017-40298188::F2_5	0.165178923	0	0
chr4:24009710-24009881::F2_5	-0.300295748	1	0
chr16:89545267-89545438::F2_5	0.947354712	1	2
chr14:33062459-33062630::F1_5	0.25881188	0	0
chr2:72070680-72070851::F3_5	-0.467445807	1	0
chr6:6972815-6972986::F2_5	0.052232508	1	0
chr4:77587008-77587179::F2_5	0.042350159	0	0
chr9:71888152-71888323::F2_5	-0.177884064	1	0
chr2:5593622-5593793::F1_5	0.372030262	1	0
chr2:72070566-72070737::F2_5	-0.241202738	1	0
chr18:22819941-22820112::F3_5	-0.797755586	0	0
chr6:21459879-21460050::F1_5	0.270415944	1	0
chr10:18571268-18571439::F3_5	0.166776521	0	0
chr4:77723697-77723868::F1_5	-0.386351728	0	0
chr2:30503758-30503929::F3_5	0.503841742	1	0
chr6:113673397-113673568::F1_5	-0.186977805	1	0
chr4:53791931-53792102::F2_5	0.20666242	1	0
chr10:18571154-18571325::F2_5	0.077520416	0	0
chr4:90630040-90630211::F2_5	0.021939726	0	0
chr14:45535053-45535224::F1_5	-0.166417049	0	0
chr13:39332589-39332760::F3_5	0.197760427	0	0
chr4:148344345-148344516::F1_5	0.883198793	1	2
chr4:90630154-90630325::F3_5	-0.143089854	0	0
chr14:59536364-59536535::F2_5	0.342340023	1	0
chr5:123932746-123932917::F3_5	0.729094403	1	2
chr10:85437800-85437971::F3_5	0.58249672	1	2
chr5:123708259-123708430::F2_5	-0.009755866	0	0
chr4:24009595-24009766::F1_5	0.146143896	0	0
chr9:12972950-12973121::F1_5	-0.307736273	0	0
chr6:6972929-6973100::F3_5	-0.608613661	1	1
chr3:111454210-111454381::F1_5	0.110125995	0	0
chr9:101837818-101837989::F3_5	-0.269804871	0	0
chr7:46552511-46552682::F2_5	0.13651117	0	0
chr2:131834490-131834661::F2_5	0.444835024	0	0
chr4:53791816-53791987::F1_5	-0.332677145	0	0
chr15:99233036-99233207::F3_5	0.38808964	0	0
chr12:46849525-46849696::F1_5	1.005966455	1	2
chr3:69841226-69841397::F3_5	-0.252069287	0	0
chr1:120557384-120557555::F3_5	0.779668746	1	2
chr6:113673512-113673683::F2_5	0.199670562	1	0
chr6:91463659-91463830::F2_5	0.080254905	1	0
chr18:19791658-19791829::F2_5	0.381520898	1	0
chr3:69840997-69841168::F1_5	1.477770913	0	0
chr6:39745261-39745432::F3_5	0.098335722	0	0
chr7:47521954-47522125::F3_5	-0.058706297	0	0
chr9:71888037-71888208::F1_5	0.307730877	0	0
chr4:17273871-17274042::F2_5	0.226462929	0	0
chr7:46552625-46552796::F3_5	-0.162673442	1	0
chr1:101669689-101669860::F2_5	-0.182855656	0	0
chr2:131834604-131834775::F3_5	-1.163390919	1	1
chr2:5593737-5593908::F2_5	-0.289831515	0	0
chr4:38062364-38062535::F1_5	0.613994979	1	2
chr18:22819712-22819883::F1_5	-0.24171309	0	0
chr10:85437571-85437742::F1_5	-0.075678092	0	0
chr5:38695841-38696012::F3_5	-0.700784616	1	1
chr1:41616880-41617051::F3_5	1.269877207	0	0
chr20:49157407-49157578::F1_5	-1.106190489	0	0
chr21:39008747-39008918::F1_5	1.422437504	1	2
chr1:19734400-19734571::F3_5	-0.067196598	0	0
chr11:16955587-16955758::F3_5	0.254635723	1	0
chr1:245748592-245748763::F1_5	0.958641333	1	2
chr13:111864629-111864800::F2_6	0.132926816	0	0
chr6:113673626-113673797::F3_6	-0.027371092	1	0
chr4:74152831-74153002::F3_6	-0.303583394	0	0
chr12:33136295-33136466::F1_6	-0.06388797	0	0
chr7:69942307-69942478::F3_6	-0.794604105	0	0
chr1:74892107-74892278::F3_6	-0.358596133	0	0
chr7:79941424-79941595::F1_6	-1.32871266	0	0
chr4:148231639-148231810::F3_6	0.243293984	1	0
chr11:77801790-77801961::F3_6	0.092990187	0	0
chr10:85437686-85437857::F2_6	-0.064809601	0	0
chr20:49157636-49157807::F3_6	-1.240807459	1	1
chr1:41616766-41616937::F2_6	-0.322872689	1	0
chr2:238027612-238027783::F3_6	-1.276148642	0	0
chr14:33030899-33031070::F3_6	0.761951651	0	0
chr1:101669803-101669974::F3_6	-0.357112111	1	0
chr5:123932517-123932688::F1_6	-0.289009295	0	0
chr10:4111902-4112073::F3_6	-0.013775354	1	0
chr18:25502209-25502380::F3_6	-0.578037404	0	0
chr3:34053580-34053751::F1_6	-0.055364259	0	0
chr6:1641825-1641996::F3_6	-0.023246849	0	0
chr22:28309106-28309277::F1_6	-0.436878295	1	0
chr12:48246249-48246420::F3_6	0.048045092	0	0
chr18:25658885-25659056::F2_6	0.396683515	1	0
chr4:122612090-122612261::F3_6	-0.199314286	0	0
chr1:74891993-74892164::F2_6	0.267182218	0	0
chr20:49530618-49530789::F2_6	-0.27321697	0	0
chr20:57024980-57025151::F3_6	0.274222792	0	0
chr3:82149507-82149678::F1_6	0.174940119	0	0
chr11:77801676-77801847::F2_6	0.720039942	1	2
chr9:12973065-12973236::F2_6	0.371613951	0	0
chr8:134807070-134807241::F3_6	-0.281015297	1	0
chr6:53902347-53902518::F2_6	0.363547601	0	0
chr6:39745147-39745318::F2_6	1.157520237	1	2
chr4:186070611-186070782::F2_6	-0.360724921	0	0
chr3:34053695-34053866::F2_6	-0.2273559	0	0
chr5:38695612-38695783::F1_6	0.531846321	0	0
chr2:96917548-96917719::F2_6	-1.159690004	1	1
chr16:89545152-89545323::F1_6	-0.175756653	0	0
chr9:101837704-101837875::F2_6	-0.950554338	0	0
chr1:41616651-41616822::F1_6	0.365618025	1	0
chr10:3542555-3542726::F1_6	-0.231414912	1	0
chr14:33062688-33062859::F3_6	-0.1184819	0	0
chr11:13628333-13628504::F2_6	1.721576947	1	2
chr2:145214490-145214661::F3_6	-0.349241829	0	0
chr4:17273756-17273927::F1_6	0.419611387	0	0
chr1:6732815-6732986::F3_6	0.030656649	1	0
chr18:25502095-25502266::F2_6	0.046574967	0	0
chr4:74152602-74152773::F1_6	0.263419163	0	0
chr3:135789804-135789975::F1_6	0.71183951	0	0
chr6:39745032-39745203::F1_6	0.156507088	0	0
chr16:51046417-51046588::F2_6	0.105408774	1	0
chr14:45535168-45535339::F2_6	-0.661194598	1	1
chr12:46849754-46849925::F3_6	-1.747429449	0	0
chr3:141549370-141549541::F1_6	-0.870075075	1	1
chr22:28309335-28309506::F3_6	-0.339314731	0	0
chr8:30032324-30032495::F2_6	0.252306556	0	0
chr3:141549485-141549656::F2_6	0.097556862	0	0
chr4:148344574-148344745::F3_6	0.531699738	0	0
chr6:21460108-21460279::F3_6	0.39238247	1	0
chr2:84620694-84620865::F2_6	-0.84683829	1	1
chr2:72070451-72070622::F1_6	0.086462709	0	0
chr7:47521725-47521896::F1_6	0.110776097	0	0
chr9:101837589-101837760::F1_6	-0.015417585	0	0
chr3:111454439-111454610::F3_6	-1.195135964	0	0
chr2:8749815-8749986::F3_6	-0.136346186	1	0
chr7:68802273-68802444::F3_6	0.70096634	0	0
chr6:6972700-6972871::F1_6	0.350787138	0	0
chr20:57024751-57024922::F1_6	0.715686037	0	0
chr21:39008862-39009033::F2_6	-0.614900862	1	1
chr10:4111673-4111844::F1_6	0.368425707	1	0
chr2:47925916-47926087::F2_6	0.081322326	1	0
chr10:35047312-35047483::F1_6	0.714992389	1	2
chr2:30503529-30503700::F1_6	0.23707259	1	0
chr15:96808404-96808575::F3_6	-0.103678644	1	0
chr4:148231410-148231581::F1_6	0.049270442	0	0
chr3:135789919-135790090::F2_6	-0.247787414	1	0
chr6:1884797-1884968::F3_6	0.377479444	0	0
chr7:93870890-93871061::F2_6	0.303634866	0	0
chr7:68802159-68802330::F2_6	-0.313944842	1	0
chr14:59536478-59536649::F3_6	-1.004572247	0	0
chr20:49039786-49039957::F2_6	0.955245662	1	2
chr7:133380991-133381162::F2_6	-0.195983073	0	0
chr12:124515336-124515507::F3_6	-0.145658452	0	0
chr21:40297902-40298073::F1_6	0.081174805	1	0
chr9:78979950-78980121::F1_6	-0.37785166	0	0
chr12:33136410-33136581::F2_6	0.342707118	1	0
chr4:32027791-32027962::F2_6	1.49684678	0	0
chr8:30032209-30032380::F1_6	-0.314010466	1	0
chr4:77586893-77587064::F1_6	-0.082047723	1	0
chr12:33136524-33136695::F3_6	0.089094975	0	0
