RNA1_ratio_scaled_ALT	RNA2_ratio_scaled_ALT	RNA3_ratio_scaled_ALT	RNA4_ratio_scaled_ALT	Coding_ALT	Active_ALT	RNA1_ratio_scaled_REF	RNA2_ratio_scaled_REF	RNA3_ratio_scaled_REF	RNA4_ratio_scaled_REF	Coding_REF	Active_REF	C1	C2	qvalue	pvalue	REF	ALT	fold	qvalue_0_05	fold_1_5	active	final_sig
chr11:36455054-36455225	0.0368194777683776	0.185131851414776	0.223484628594561	0.139506243821456	FALSE	1	0.061802340235719	-0.163263758215009	0.0623788454496141	-0.0474344963590665	FALSE	0	-0.0216292672221856	-0.0216292672221856	0.100895377044295	0.0498544599967547	-0.0216292672221856	0.146235550399793	0.167864817621978	0	0	1	0
chr11:3688525-3688696	-0.552742361687422	-0.339938533914512	-0.404085956214312	-0.310472787954485	FALSE	0	-0.0362330431746142	-0.321422754745379	-0.135727706491968	0.0460610025958455	FALSE	0	-0.111830625454029	-0.111830625454029	0.0627329672854436	0.02712112373996	-0.111830625454029	-0.401809909942683	-0.289979284488654	0	0	0	0
chr1:13692004-13692175	-0.782239581863046	-0.391309116120216	-0.532029346795006	-0.476151382148153	FALSE	0	-0.467857816477125	-0.687114921089508	-0.564161229923237	-0.460901332623344	FALSE	0	-0.545008825028304	-0.545008825028304	0.997681287278619	0.996761129300958	-0.545008825028304	-0.545432356731605	-0.000423531703301783	0	0	0	0
chr11:3802226-3802397	0.0802369357672707	0.0894202376539801	-0.164208706199921	0.082225317249781	FALSE	0	-0.237742771937436	-0.0499759163408117	0.046745939666477	-0.0605912234897452	FALSE	0	-0.075390993025379	-0.075390993025379	0.408511019157538	0.300190135590287	-0.075390993025379	0.0219184461177776	0.0973094391431566	0	0	0	0
chr11:3828697-3828868	-0.0781331371039308	0.103568221232024	0.0929299467837853	-0.00861463587389949	FALSE	0	-0.254133649288605	-0.148013204805997	-0.226537315923021	-0.30007323010099	FALSE	0	-0.232189350029653	-0.232189350029653	0.0140944445185615	0.00367878976135846	-0.232189350029653	0.0274375987594948	0.259626948789148	1	0	0	0
chr11:39682209-39682380	-0.165270159637689	0.233850272095308	0.0795418448694224	0.102194412078659	FALSE	0	-0.0513055439741552	0.288586482860682	-0.00365276111383672	0.154470500032465	FALSE	0	0.0970246694512888	0.0970246694512888	0.834425859500988	0.772281623250395	0.0970246694512888	0.0625790923514251	-0.0344455770998637	0	0	0	0
chr1:1431012-1431183	0.0255565170117906	0.0318990999716889	0.288545376512206	0.0214792999003128	FALSE	0	-0.0590294499882996	-0.219437665764985	-0.317376031357415	-0.124663986858214	FALSE	0	-0.180126783492228	-0.180126783492228	0.0507185127973982	0.0205470202870714	-0.180126783492228	0.0918700733489995	0.271996856841228	0	0	0	0
chr1:1434860-1435031	0.215454078878481	0.157690940241113	-0.0764322306372089	0.0389070044921361	FALSE	0	-0.134961910626477	-0.142458166470324	-0.199493464042961	-0.0578698372694	FALSE	0	-0.13369584460229	-0.13369584460229	0.077575546546079	0.0357201675011574	-0.13369584460229	0.0839049482436302	0.217600792845921	0	0	0	0
chr11:44777000-44777171	0.365001622946278	0.356620021422154	0.288883397052958	0.150552111432028	FALSE	1	0.128855858081382	0.0512472980216051	0.149846067686825	0.0347461275565846	FALSE	1	0.091173837836599	0.091173837836599	0.0476890517947975	0.0189458695509422	0.091173837836599	0.290264288213354	0.199090450376755	1	0	1	0
chr11:44777763-44777934	-0.382667447323076	-0.247607337551961	-0.202769307862709	-0.0862333976996407	FALSE	0	-1.04629389029577	-1.14891144338023	-1.09407137359735	-1.22928561412555	FALSE	0	-1.12964058034972	-1.12964058034972	0.000961004627169457	5.29582904988472e-05	-1.12964058034972	-0.229819372609347	0.899821207740378	1	2	0	0
chr11:44909961-44910132	-0.393604355231371	-0.33767022912989	-0.427087943149648	-0.126674313234763	FALSE	0	0.0594791725702657	-0.00980434249741782	0.206466940746414	0.128686856934021	FALSE	1	0.0962071569383209	0.0962071569383209	0.0126601198636863	0.00315554290353812	0.0962071569383209	-0.321259210186418	-0.417466367124739	1	0	1	0
chr11:44941159-44941330	0.256708400763884	-0.111135362566926	-0.113665460898618	-0.011230017820853	FALSE	0	-0.725301401730799	-0.346172996883964	-0.203102618760637	-0.287890914462738	FALSE	0	-0.390616982959534	-0.390616982959534	0.078820534427572	0.0364569960944684	-0.390616982959534	0.00516938986937169	0.395786372828906	0	0	0	0
chr1:1451763-1451934	-0.151416943955314	-0.265161410621475	-0.220701658074554	-0.282466244217072	FALSE	0	0.116101711223922	0.0467619337478801	0.197132491006296	0.0915225611919447	FALSE	1	0.112879674292511	0.112879674292511	0.00223078490926745	0.000213459934827298	0.112879674292511	-0.229936564217104	-0.342816238509614	1	0	1	0
chr1:145959483-145959654	-0.133773742970074	-0.0492734487023682	-0.0537740660836883	0.0364417120028103	FALSE	0	-0.400475557672153	-0.534513732976569	-0.0537568271407214	-0.444392257147197	FALSE	0	-0.35828459373416	-0.35828459373416	0.109110716777725	0.0552975225910629	-0.35828459373416	-0.0500948864383301	0.30818970729583	0	0	0	0
chr11:46373319-46373490	-0.197138832270305	0.179024631604092	-0.162483387869081	0.082292864498724	FALSE	0	0.355138508602129	0.635036516971419	0.586052116532654	0.609258536469599	FALSE	1	0.54637141964395	0.54637141964395	0.0125965262934069	0.00312226556730744	0.54637141964395	-0.0245761810091424	-0.570947600653093	1	0	1	0
chr11:46826043-46826214	0.266553066349505	0.213244539992405	0.0365354304908401	0.311435446386052	FALSE	1	0.169176382599131	0.140128730511124	0.0784782909688414	0.0559490511213305	FALSE	0	0.110933113800107	0.110933113800107	0.316481735010489	0.216217519215144	0.110933113800107	0.2069421208047	0.0960090070045937	0	0	1	0
chr11:46966886-46967057	0.0511751245684955	-0.196244784879024	0.198786023698419	-0.0169583633581987	FALSE	0	0.379512337574744	0.307374065748859	0.400171835549116	0.423061095079392	FALSE	1	0.377529833488028	0.377529833488028	0.0424677453154026	0.0163036190800427	0.377529833488028	0.00918950000742295	-0.368340333480605	1	0	1	0
chr11:47227825-47227996	-0.565733772452827	-0.63227998152092	-0.692450342309988	-0.376554798949153	FALSE	0	0.396018649786299	0.257306373771203	0.414891887010159	0.242271875674296	FALSE	1	0.327622196560489	0.327622196560489	0.00129651006618105	8.90846206414463e-05	0.327622196560489	-0.566754723808222	-0.894376920368711	1	1	1	1
chr11:47304464-47304635	0.0211145683369368	-0.162436834519021	0.307216139239666	0.173834502413885	FALSE	0	0.240681414561848	-0.196397070953223	0.211907952440564	-0.0620794146858358	FALSE	0	0.0485282203408385	0.0485282203408385	0.863542917782385	0.812371479029774	0.0485282203408385	0.0849320938678667	0.0364038735270282	0	0	0	0
chr11:47415167-47415338	0.101458979121791	-0.10722823969281	0.287445931965985	0.10618124150175	FALSE	0	-0.391159193316807	-0.541736912656728	-0.381675572372991	-0.297839195296679	FALSE	0	-0.403102718410801	-0.403102718410801	0.0128934701110507	0.00323154300454511	-0.403102718410801	0.0969644782241788	0.50006719663498	1	0	0	0
chr11:47425340-47425511	-0.0679688843271022	0.121672497059896	0.0193218866998901	0.0247429160067702	FALSE	0	-0.188283039908478	-0.188587500970247	-0.141591615356588	-0.273013656134122	FALSE	0	-0.197868953092359	-0.197868953092359	0.0161332761529083	0.00444529974699687	-0.197868953092359	0.0244421038598636	0.222311056952222	1	0	0	0
chr11:47640767-47640937	0.09194526070958	0.334397627953248	0.585746387714626	0.111516092634913	FALSE	1	0.0438048142174422	0.104924864663386	0.156838613585036	-0.00587379003436698	FALSE	0	0.0749236256078743	0.0749236256078743	0.2646102516613	0.1722986743582	0.0749236256078743	0.280901342253092	0.205977716645217	0	0	1	0
chr11:47647016-47647187	0.136617920111225	-0.0238383143292841	-0.100529929995158	-0.0251486741815231	FALSE	0	0.0468650796903915	-0.122530116212196	-0.233680369711663	-0.0815259549041124	FALSE	0	-0.0977178402843951	-0.0977178402843951	0.369048441096173	0.263788371546723	-0.0977178402843951	-0.00322474959868503	0.0944930906857101	0	0	0	0
chr11:47973245-47973416	-0.287342861299932	-0.00258300008561815	0.0400628033844842	0.0735750972528113	FALSE	0	-0.439147427197533	-0.291277998691825	0.0222456771231221	-0.273194633110307	FALSE	0	-0.245343595469136	-0.245343595469136	0.256492687687589	0.165593618982073	-0.245343595469136	-0.0440719901870636	0.201271605282072	0	0	0	0
chr11:47986689-47986860	-0.202031491268421	-0.332057524711157	-0.109092038153431	-0.1403266720616	FALSE	0	-0.0156007118655984	0.0234070323526354	-0.104054652594379	-0.147253249837142	FALSE	0	-0.0608753954861208	-0.0608753954861208	0.143011086137626	0.0782818350220717	-0.0608753954861208	-0.195876931548652	-0.135001536062531	0	0	0	0
chr1:148304897-148305068	-0.00621304790815257	0.00832086800543155	0.248911442374822	-0.0408655559923043	FALSE	0	-0.121136378036747	0.405344620664442	0.0134382064204253	0.111435296637325	FALSE	0	0.102270436421361	0.102270436421361	0.790043726487224	0.717906923238679	0.102270436421361	0.0525384266199493	-0.0497320098014121	0	0	0	0
chr1:148334852-148335023	-0.947580578214709	-0.710369865662899	-0.840201642598985	-0.681008071056438	FALSE	0	0.483613794266922	0.575668517830494	0.477823537455782	0.357171400307711	FALSE	1	0.473569312465227	0.473569312465227	0.000326517692538356	6.62521488203259e-06	0.473569312465227	-0.794790039383258	-1.26835935184849	1	1	1	1
chr1:150162585-150162756	-0.695336328864594	-0.843248244332934	-0.70887304163532	-0.681481638784661	FALSE	0	0.208354442855803	0.188648883791169	0.258423905777369	0.107869240898121	FALSE	1	0.190824118330615	0.190824118330615	0.000164780472167538	1.8997056971125e-06	0.190824118330615	-0.732234813404377	-0.923058931734993	1	1	1	1
chr11:50247393-50247564	0.179033967816778	-0.0190663510558392	-0.206259942483659	-0.0444271751182019	FALSE	0	-0.0552167082072521	0.0902631206040384	0.0223504492339788	-0.0883757863155967	FALSE	0	-0.00774473117120791	-0.00774473117120791	0.907819072391191	0.873490659231828	-0.00774473117120791	-0.0226798752102306	-0.0149351440390227	0	0	0	0
chr1:150280644-150280815	0.456057329785782	0.399879128242275	0.798441856728571	0.602201386960063	FALSE	1	-0.0849874166697653	-0.0127393950092103	-0.0578010958983174	0.336442706034468	FALSE	0	0.0452286996142939	0.0452286996142939	0.0247567013921787	0.00799155682477523	0.0452286996142939	0.564144925429173	0.518916225814879	1	0	1	0
chr1:150305244-150305415	-0.208253496241249	-0.166033396494735	-0.270950807343966	-0.120042662885389	FALSE	0	0.050105472776091	-0.15082947487121	0.0918213119519194	0.0943255869156226	FALSE	0	0.0213557241931059	0.0213557241931059	0.0617206351468679	0.0265553851012348	0.0213557241931059	-0.191320090741335	-0.212675814934441	0	0	0	0
chr1:150350450-150350621	0.060958860025263	-0.181269211188699	-0.202092465590858	-0.0246949110853338	FALSE	0	0.729300893974509	0.560798314968726	0.0845459247218474	0.480430580287064	FALSE	1	0.463768928488037	0.463768928488037	0.0491183398700009	0.0196496010316928	0.463768928488037	-0.0867744319599069	-0.550543360447943	1	0	1	0
chr1:150532965-150533136	-0.161705868436344	-0.36498016025003	-0.298296346626305	-0.172875895353078	FALSE	0	-0.340391042969658	-0.214831118829248	-0.0351432369705535	-0.335107490977027	FALSE	0	-0.231368222436621	-0.231368222436621	0.88509445741664	0.842849921404364	-0.231368222436621	-0.249464567666439	-0.018096345229818	0	0	0	0
chr1:150871716-150871887	0.0300089286189892	-0.120490388555818	0.0654467667743007	0.0430702967918228	FALSE	0	-0.0030357859018179	-0.00942978942248701	-0.116604862706082	-0.200470903371646	FALSE	0	-0.0823853353505081	-0.0823853353505081	0.320749971640247	0.220021020435724	-0.0823853353505081	0.00450890090732379	0.0868942362578319	0	0	0	0
chr1:150914658-150914829	0.0433649999869943	0.182417074080478	0.0706993131623738	0.273306959658208	FALSE	1	0.075102383444546	-0.046047629926185	-0.129982544851909	0.133304856136975	FALSE	0	0.00809426620085674	0.00809426620085674	0.228172877048789	0.142627777191438	0.00809426620085674	0.142447086722014	0.134352820521157	0	0	1	0
chr1:150981770-150981941	0.200560495852345	0.29683120789474	0.0926328911083377	0.0673915933528073	FALSE	1	-0.245939891752442	-0.404007687481953	-0.704472460551808	-0.311889463703213	FALSE	0	-0.416577375872354	-0.416577375872354	0.0177563860374853	0.00506857410984707	-0.416577375872354	0.164354047052057	0.580931422924411	1	2	1	2
chr1:151073965-151074136	0.0134228976326845	-0.0304234664671268	0.157802107686393	0.186135989595949	FALSE	0	-0.250689885648281	-0.173390719836896	-0.237140971429565	-0.0962198398679177	FALSE	0	-0.189360354195665	-0.189360354195665	0.0233125307069508	0.00739099140467083	-0.189360354195665	0.0817343821119749	0.27109473630764	1	0	0	0
chr1:15187848-15188019	-0.242271449934883	-0.160278517990866	-0.281399425947078	-0.369086567421483	FALSE	0	0.0282008696035591	-0.0383735046065032	-0.178159100954612	-0.0344638635598356	FALSE	0	-0.055698899879348	-0.055698899879348	0.0398796604252797	0.0149330340167522	-0.055698899879348	-0.263258990323578	-0.20756009044423	1	0	0	0
chr1:153624596-153624767	0.332097875087929	0.418665705300544	0.477395134444637	0.284127195298581	FALSE	1	0.665692773529718	0.438757014759609	0.524992273823739	0.635738804992088	FALSE	1	0.566295216776288	0.566295216776288	0.0734273184144825	0.0332852451009621	0.566295216776288	0.378071477532923	-0.188223739243365	0	0	1	0
chr1:153633915-153634086	1.24151358393232	1.28543096551398	1.27099057277921	1.20873420088131	FALSE	1	1.33370423748091	1.27390031488037	1.31004138025118	1.24412488754122	FALSE	1	1.29044270503842	1.29044270503842	0.282714973537807	0.188063799551896	1.29044270503842	1.2516673307767	-0.0387753742617152	0	0	1	0
chr1:153969708-153969879	-0.0874640669136923	0.113189667037808	0.0988139489912042	0.0929031342425797	FALSE	0	0.0527181623535359	0.11178443988714	0.197150276892501	-0.0199439477114301	FALSE	1	0.0854272328554365	0.0854272328554365	0.737480738012619	0.654839364096517	0.0854272328554365	0.0543606708394748	-0.0310665620159618	0	0	1	0
chr1:154177066-154177237	0.0636934047706208	0.222844175299127	0.106942958970913	-0.0511060635558551	FALSE	0	0.160178578408863	-0.196051127144876	0.0788761715925206	0.0951885683954167	FALSE	0	0.0345480478129812	0.0345480478129812	0.709122453418679	0.619685058440579	0.0345480478129812	0.0855936188712015	0.0510455710582203	0	0	0	0
chr1:15418447-15418618	-0.9561184820769	-0.913678494086738	-0.846142184841412	-0.640349917368832	FALSE	0	0.33543033623922	0.526529814434511	0.362553712643222	0.427401810834844	FALSE	1	0.412978918537949	0.412978918537949	0.00065571678467704	2.35858469932253e-05	0.412978918537949	-0.839072269593471	-1.25205118813142	1	1	1	1
chr1:154232624-154232795	-0.110199351567252	-0.0222595905320696	-0.0264040271751358	-0.0336811411923747	FALSE	0	-0.447357871090817	-0.30047595152404	0.022269129417664	-0.0293003182799832	FALSE	0	-0.188716252869294	-0.188716252869294	0.407075342338266	0.298290393809317	-0.188716252869294	-0.048136027616708	0.140580225252586	0	0	0	0
chr1:154331277-154331448	0.115468359360834	0.326995425738034	0.188601768133427	0.0777592363614513	FALSE	0	-0.210444047174616	0.0796505257603269	0.0707700336816641	-0.129184626854806	FALSE	0	-0.0473020286468576	-0.0473020286468576	0.103999787555778	0.0518440259846881	-0.0473020286468576	0.177206197398437	0.224508226045294	0	0	0	0
chr1:154622079-154622250	-0.217243680285773	-0.238285313837594	-0.362794898498485	-0.31543641846989	FALSE	0	0.183656494070936	-0.0534210046148221	0.0974978631095257	-0.068085026138711	FALSE	0	0.0399120816067322	0.0399120816067322	0.021519904651782	0.00654479000131437	0.0399120816067322	-0.283440077772936	-0.323352159379668	1	0	0	0
chr1:1546379-1546549	0.0470952483655549	0.496723563894332	0.256465375444693	0.423204458913939	FALSE	1	-0.825257133705877	-1.05481321722365	-0.779758690926431	-0.560043660947194	FALSE	0	-0.804968175700789	-0.804968175700789	0.00233341923171619	0.00023350333100411	-0.804968175700789	0.30587216165463	1.11084033735542	1	2	1	2
chr1:154779899-154780070	-0.0167050222692712	-0.351187653749631	-0.462051994776238	-0.514885812420711	FALSE	0	-0.13329873696937	-0.0379622684934721	-0.102392145634363	0.081673705987556	FALSE	0	-0.0479948612774124	-0.0479948612774124	0.139363477913604	0.075867459385294	-0.0479948612774124	-0.336207620803963	-0.288212759526551	0	0	0	0
chr1:154984125-154984296	0.0221056612269398	0.0133916097543573	0.115093078075476	-0.0142350535195906	FALSE	0	0.193322810961827	0.294590814478218	0.227363966478022	0.2857817992269	FALSE	1	0.250264847786242	0.250264847786242	0.00644012055669347	0.0012057592557148	0.250264847786242	0.0340888238842955	-0.216176023901946	1	0	1	0
chr1:155182797-155182968	0.163239798473638	0.219669964332842	-0.237140971429565	-0.171900491533339	FALSE	0	0.0635095791549004	-0.149740375759188	0.000163308711479589	0.0457336911973001	FALSE	0	-0.0100834491738769	-0.0100834491738769	0.986492905667277	0.978759274403111	-0.0100834491738769	-0.00653292503910576	0.00355052413477118	0	0	0	0
chr1:155350197-155350368	-0.413784025321819	0.197558295106029	0.299396461204481	0.0809818515957755	FALSE	0	0.0439380955672706	0.135059160474276	-0.162705887929832	-0.268360860279345	FALSE	0	-0.0630173730419077	-0.0630173730419077	0.689533181690479	0.595252993370799	-0.0630173730419077	0.0410381456461167	0.104055518688024	0	0	0	0
chr1:155665553-155665724	-0.418956703223915	0.0883989160534042	-0.116492447911342	0.119927239835679	FALSE	0	-0.269889607453142	-0.026135938212531	-0.239651760022313	-0.0306511889074666	FALSE	0	-0.141582123648863	-0.141582123648863	0.765782882059101	0.689328192658227	-0.141582123648863	-0.0817807488115433	0.0598013748373198	0	0	0	0
chr1:155753418-155753589	-0.0639407354033404	-0.102030101265209	0.0378643482140446	0.0308592345249399	FALSE	0	0.0292861078030281	0.232666988046294	-0.0479715078589884	0.0572186624566921	FALSE	0	0.0678000626117565	0.0678000626117565	0.34230581480096	0.239621963047202	0.0678000626117565	-0.0243118134823913	-0.0921118760941479	0	0	0	0
chr1:156040140-156040311	-0.421707464249665	-0.503100589288158	-0.23597678665628	-0.187677688864877	FALSE	0	-0.114228499671316	-0.111135362566926	-0.21134325777031	0.427699335544384	FALSE	0	-0.0022519461160421	-0.0022519461160421	0.17557033767145	0.102055066006393	-0.0022519461160421	-0.337115632264745	-0.334863686148703	0	0	0	0
chr1:156078184-156078355	0.321791725530227	0.430570270466294	0.191630606453349	0.286064074817107	FALSE	1	-0.138990115489662	-0.255454295886218	-0.218765172019051	-0.559585890750962	FALSE	0	-0.293198868536473	-0.293198868536473	0.012083297652753	0.00293933110990418	-0.293198868536473	0.307514169316744	0.600713037853218	1	2	1	2
chr1:156082219-156082390	-1.40356503498659	-1.29995348564232	-1.24824121397941	-1.19672067312044	FALSE	0	-0.0431207943589356	0.0773992909729505	-0.265924019533807	0.00853982358875771	FALSE	0	-0.0557764248327586	-0.0557764248327586	0.000794336443002032	3.62643799203141e-05	-0.0557764248327586	-1.28712010193219	-1.23134367709943	1	1	0	0
chr1:156202321-156202492	0.0873093200194246	-0.0153632232104837	-0.0177340488618231	-0.0481377080429807	FALSE	0	0.0561721609402696	-0.104138912554234	-0.170426111450515	-0.308722674792377	FALSE	0	-0.131778884464214	-0.131778884464214	0.271293484641801	0.178527001422112	-0.131778884464214	0.00151858497603427	0.133297469440248	0	0	0	0
chr1:156237400-156237571	-0.0516567545853144	-0.122875951520006	-0.120412735162848	-0.00199309923422205	FALSE	0	-0.0919737346598815	-0.157052400032739	-0.50380579132335	-0.116082091464678	FALSE	0	-0.217228504370162	-0.217228504370162	0.340181934693388	0.237586137926279	-0.217228504370162	-0.0742346351255976	0.142993869244565	0	0	0	0
chr1:156665089-156665260	1.46120650276261	1.48875517865046	1.44548571178799	1.39437960491634	FALSE	1	1.87321215460208	1.69468649638717	1.69966410603914	1.67926336541411	FALSE	1	1.73670653061062	1.73670653061062	0.0151238188274445	0.00408695311638573	1.73670653061062	1.44745674952935	-0.289249781081274	1	0	1	0
chr1:15716752-15716923	-0.400917855947562	-0.293178925112576	-0.240260344580308	-0.368657858131239	FALSE	0	-0.168904470564507	-0.214682413921233	-0.198578211007305	-0.288231852357547	FALSE	0	-0.217599236962648	-0.217599236962648	0.109182987855681	0.0553593244857372	-0.217599236962648	-0.325753745942921	-0.108154508980273	0	0	0	0
chr11:57288874-57289045	-0.231126415139795	-0.0944840041501488	-0.181983042749646	-0.219128618565706	FALSE	0	0.426250399581683	0.379901472638167	0.405870367679282	0.372689851792441	FALSE	1	0.396178022922893	0.396178022922893	0.00118043233174677	7.32156553469864e-05	0.396178022922893	-0.181680520151324	-0.577858543074217	1	0	1	0
chr1:15749258-15749429	-0.266075685709827	-0.37234519791928	-0.454188932440074	-0.273949966503067	FALSE	0	-0.055237614912541	-0.0712614821943165	-0.156476282233434	-0.0158703602782221	FALSE	0	-0.0747114349046283	-0.0747114349046283	0.0141564219180876	0.0037080228957684	-0.0747114349046283	-0.341639945643062	-0.266928510738434	1	0	0	0
chr1:15762048-15762219	-0.534747454404557	-0.326226076400947	-0.328116655617156	-0.273459647451014	FALSE	0	-0.288827911231864	-0.293411196267593	-0.161202803049166	-0.160026668900335	FALSE	0	-0.225867144862239	-0.225867144862239	0.168278914565909	0.0968079068116075	-0.225867144862239	-0.365637458468419	-0.139770313606179	0	0	0	0
chr11:57633703-57633874	-0.141729031577538	-0.0946121704499607	-0.317996452522964	-0.205171168760714	FALSE	0	-0.300229241479368	-0.465174598587435	-0.185857402921253	-0.0850024760906982	FALSE	0	-0.259065929769688	-0.259065929769688	0.60343304203695	0.499081005715135	-0.259065929769688	-0.189877205827794	0.0691887239418942	0	0	0	0
chr11:57642122-57642293	-0.146158825265042	-0.0540939112154385	-0.194064056678303	0.00215916389694334	FALSE	0	-1.42063009165978	-1.60171931809967	-1.27495733825504	-1.57833303703172	FALSE	0	-1.46890994626155	-1.46890994626155	0.000679600659453583	2.63253195269084e-05	-1.46890994626155	-0.0980394073154602	1.37087053894609	1	2	0	0
chr11:57751812-57751983	-0.198690631217077	-0.277975906837157	-0.100621558579933	0.0561143683295681	FALSE	0	0.165176554936746	0.225122439207529	-0.0636299639035677	0.0531624914476887	FALSE	0	0.0949578804220989	0.0949578804220989	0.1138030403283	0.0582004019940441	0.0949578804220989	-0.13029343207615	-0.225251312498249	0	0	0	0
chr1:15952132-15952303	0.382688872748059	0.278528925458985	0.409840888870107	0.399962598930156	FALSE	1	-0.0504530787905709	-0.122941714171457	-0.0433213135354588	0.0779103486960766	FALSE	0	-0.0347014394503527	-0.0347014394503527	0.00302719775698132	0.000358070659287853	-0.0347014394503527	0.367755321501827	0.402456760952179	1	0	1	0
chr1:16003612-16003783	0.0945139114738956	0.0635568355529173	-0.141031805636267	0.181838948033554	FALSE	0	0.2005840147279	0.154081924813748	0.459865062029795	0.148574954007021	FALSE	1	0.240776488894616	0.240776488894616	0.181953122294574	0.106856030086299	0.240776488894616	0.049719472356025	-0.191057016538591	0	0	1	0
chr1:160122091-160122261	1.00383310387687	0.985152174442099	1.01023841179316	0.839696608386635	FALSE	1	-0.0497245674327864	-0.225461631025005	0.229343019459647	-0.0602880100917709	FALSE	0	-0.0265327972724789	-0.0265327972724789	0.00424447448259647	0.000605794259794148	-0.0265327972724789	0.959730074624689	0.986262871897168	1	2	1	2
chr1:160261613-160261784	0.195277832745022	0.129136515075019	-0.0764382579448405	-0.143431221345172	FALSE	0	0.420813627835297	-0.0445613047647435	-0.033075073445712	0.200106884482059	FALSE	0	0.135821033526725	0.135821033526725	0.562931468592896	0.456237978350018	0.135821033526725	0.0261362171325069	-0.109684816394218	0	0	0	0
chr1:160406739-160406910	0.9609369818011	0.667963020635699	0.961518686315461	1.05932354857638	FALSE	1	0.224496603373338	-0.193339282291417	0.14992544413561	-0.0535190483675883	FALSE	0	0.0318909292124858	0.0318909292124858	0.00363709658475388	0.00048388395882015	0.0318909292124858	0.912435559332161	0.880544630119675	1	2	1	2
chr11:60776723-60776894	-0.179664278335177	-0.0727776439003848	-0.140430144140966	0.10081354542313	FALSE	0	-0.00427291621263815	0.102056533350988	0.057414039491277	0.0151716954199205	FALSE	0	0.0425923380123869	0.0425923380123869	0.24890883966575	0.159147846989422	0.0425923380123869	-0.0730146302383494	-0.115606968250736	0	0	0	0
chr11:60891551-60891722	-0.16529856658771	0.0470431813709874	-0.101026279182129	-0.221420876767657	FALSE	0	-0.152461402357427	-0.170186992901992	-0.231880658483314	-0.158829783295488	FALSE	0	-0.178339709259555	-0.178339709259555	0.440685017287749	0.330843997299726	-0.178339709259555	-0.110175635291627	0.0681640739679277	0	0	0	0
chr11:60894301-60894472	-0.849878365521914	-0.515632370158164	-0.794064515909439	-0.419330954706396	FALSE	0	0.538988535056322	0.398173723604977	0.451933727849435	0.309881387829102	FALSE	1	0.424744343584959	0.424744343584959	0.00418144809077911	0.000590049857403001	0.424744343584959	-0.644726551573978	-1.06947089515894	1	1	1	1
chr11:60915474-60915645	-0.664478265165813	-0.875699583505464	-0.828987636833007	-0.852583967660392	FALSE	0	-0.356437711057566	-0.0862084806077876	-0.0106174303375138	0.0615620319404148	FALSE	0	-0.0979253975156131	-0.0979253975156131	0.00734547341161586	0.00147180456414438	-0.0979253975156131	-0.805437363291169	-0.707511965775556	1	1	0	0
chr11:61137481-61137652	-0.0501635043145283	0.0655597763321719	-0.178515727944702	-0.160050236613772	FALSE	0	-0.195114637952006	-0.169035864187516	-0.408604240465835	-0.371885625250107	FALSE	0	-0.286160091963866	-0.286160091963866	0.0985610353677385	0.0482692273740089	-0.286160091963866	-0.0807924231352076	0.205367668828658	0	0	0	0
chr1:161188652-161188823	0.649702208333078	0.924144574871388	0.542605017445083	0.654549840276777	FALSE	1	0.347297241796984	0.251727095658084	0.00869904147627177	0.192860151735561	FALSE	1	0.200145882666725	0.200145882666725	0.0150319962997731	0.00404480970298253	0.200145882666725	0.692750410231581	0.492604527564856	1	0	1	0
chr1:161212868-161213039	0.278133432337382	0.543438867449905	0.633713906136068	0.41728154899894	FALSE	1	0.15719604010976	-0.00920833467090411	0.127473763544455	0.0446003117997127	FALSE	0	0.0800154451957558	0.0800154451957558	0.026607024122031	0.00877289474164269	0.0800154451957558	0.468141938730574	0.388126493534818	1	0	1	0
chr1:161222108-161222279	-0.0581944755639465	-0.0317301756962675	-0.236246617232114	-0.156848315012032	FALSE	0	0.136200832791431	0.127042429201911	0.00331463143918209	-0.102806016037405	FALSE	0	0.0409379693487798	0.0409379693487798	0.13394437700253	0.0720217401821306	0.0409379693487798	-0.12075489587609	-0.16169286522487	0	0	0	0
chr1:161258684-161258855	0.227731337761725	0.257414180549585	0.355858229403609	0.40494743162503	FALSE	1	0.391131031136094	0.3975373232664	0.210923000438488	0.261010585995103	FALSE	1	0.315150485209021	0.315150485209021	0.96730089808802	0.955257031706476	0.315150485209021	0.311487794834987	-0.00366269037403422	0	0	1	0
chr11:61396554-61396725	-1.4170546868969	-1.23299557819411	-1.21354328549522	-1.03894613202813	FALSE	0	-0.364807681053697	-0.144879712691505	-0.163820870546299	-0.211643002862974	FALSE	0	-0.221287816788619	-0.221287816788619	0.00137329437367063	9.59437849255706e-05	-0.221287816788619	-1.22563492065359	-1.00434710386497	1	1	0	0
chr11:61522287-61522458	-0.293968829498437	0.22209218191593	-0.431192542393674	-0.100060861292613	FALSE	0	0.206672704470259	0.0605807504983986	0.110813237368688	0.361665970293886	FALSE	0	0.184933165657808	0.184933165657808	0.164793794372262	0.0942330205310605	0.184933165657808	-0.150782512817199	-0.335715678475007	0	0	0	0
chr1:16173196-16173367	-1.2003114175812	-1.31475071274964	-1.09906296425722	-1.08090968235386	FALSE	0	0.560347998807808	0.16022016171067	0.39101084219854	0.179364210375672	FALSE	1	0.322735803273172	0.322735803273172	0.000958603310216864	5.30469897283946e-05	0.322735803273172	-1.17375869423548	-1.49649449750865	1	1	1	1
