region	active	final_sig
chr1:26913015-26913186	0	0
chr12:69363065-69363236	1	1
chr12:69403300-69403471	1	0
chr12:69461505-69461676	1	2
chr12:6953171-6953342	1	0
chr12:6981316-6981487	0	0
chr1:27098444-27098615	0	0
chr12:71846762-71846933	1	0
chr1:27224259-27224430	1	0
chr1:27236511-27236682	0	0
chr12:76479997-76480168	0	0
chr12:76518748-76518915	0	0
chr12:76616356-76616527	0	0
chr1:27773620-27773791	0	0
chr1:27818534-27818705	0	0
chr12:80091941-80092112	0	0
chr12:8012245-8012416	0	0
chr12:8034265-8034436	1	0
chr12:80625273-80625444	1	2
chr1:28193596-28193767	0	0
chr1:28207813-28207984	1	0
chr12:83823697-83823868	0	0
chr12:84553443-84553614	0	0
chr12:84974193-84974364	0	0
chr12:8566348-8566519	1	0
chr1:28572249-28572420	0	0
chr12:87228402-87228573	0	0
chr1:28745345-28745516	0	0
chr12:8766107-8766274	0	0
chr1:28897833-28898004	0	0
chr12:8918421-8918592	1	0
chr1:29136676-29136847	1	0
chr1:29161663-29161834	0	0
chr12:92861153-92861324	0	0
chr12:93116193-93116364	0	0
chr12:93128853-93129024	0	0
chr12:93472685-93472856	0	0
chr12:93657391-93657562	1	0
chr12:94385340-94385511	1	0
chr12:94921956-94922127	1	0
chr12:95002228-95002399	0	0
chr1:2951163-2951334	1	2
chr12:95333917-95334088	0	0
chr12:95852337-95852508	1	0
chr12:95996352-95996523	1	2
chr12:96108542-96108713	0	0
chr12:9684087-9684258	1	0
chr12:98438282-98438453	0	0
chr12:98530291-98530462	0	0
chr12:98606238-98606409	0	0
chr12:99488590-99488761	0	0
chr1:30129463-30129634	1	1
chr1:30227302-30227473	1	2
chr1:3055689-3055860	1	0
chr1:3097014-3097185	0	0
chr13:100419144-100419315	0	0
chr13:101971399-101971570	0	0
chr13:102601588-102601759	0	0
chr13:103057392-103057563	1	0
chr1:3103137-3103308	0	0
chr13:103556622-103556793	0	0
chr13:103773167-103773338	0	0
chr13:104172606-104172777	0	0
chr13:109783979-109784150	0	0
chr13:110309668-110309839	0	0
chr13:110388053-110388224	0	0
chr13:110407671-110407842	1	0
chr13:112686011-112686182	0	0
chr13:112836673-112836844	1	0
chr13:113216568-113216739	0	0
chr13:113293825-113293996	1	0
chr13:113315863-113316034	0	0
chr13:113451014-113451185	0	0
chr13:113812769-113812940	1	0
chr13:113815014-113815185	0	0
chr13:113820951-113821122	1	0
chr13:113849155-113849326	0	0
chr13:114283799-114283970	0	0
chr1:31284124-31284295	1	1
chr1:3136412-3136583	1	0
chr1:31583901-31584072	0	0
chr1:31648770-31648941	0	0
chr1:31706333-31706504	0	0
chr1:31922942-31923113	0	0
chr13:20136438-20136609	0	0
chr13:21023900-21024071	0	0
chr1:32105510-32105681	0	0
chr1:32111973-32112144	1	0
chr1:32227491-32227662	0	0
chr1:32322953-32323124	1	0
chr1:32338239-32338410	0	0
chr13:23568714-23568885	1	0
chr1:32360436-32360607	0	0
chr1:32518462-32518632	0	0
chr13:25251266-25251437	1	0
chr13:25264367-25264538	0	0
chr13:26262286-26262457	0	0
chr13:26968409-26968580	0	0
chr13:26968662-26968833	0	0
chr13:27625235-27625406	0	0
chr1:32777756-32777927	0	0
chr13:27793945-27794116	0	0
chr13:28990827-28990998	0	0
chr1:32901887-32902058	1	0
chr1:33017808-33017979	1	0
chr13:30296850-30297021	1	0
chr13:30451396-30451567	1	0
chr13:30757170-30757341	1	0
chr13:30804682-30804853	1	0
chr13:30873813-30873984	1	1
chr13:32765578-32765749	0	0
chr13:37007092-37007263	1	0
chr13:38677616-38677787	1	0
chr13:39826291-39826462	1	0
chr13:40192498-40192669	1	0
chr13:41057459-41057630	1	2
chr13:42400422-42400593	0	0
chr1:3424608-3424779	0	0
chr13:43365000-43365171	1	0
chr13:46782904-46783075	0	0
chr13:47901938-47902109	0	0
chr13:48892292-48892463	0	0
chr13:49340666-49340837	0	0
chr13:50125858-50126029	1	0
chr13:50528386-50528557	0	0
chr13:50707523-50707694	0	0
chr13:52188940-52189111	0	0
chr13:52194376-52194547	1	1
chr13:52773355-52773526	1	0
chr1:35612106-35612277	1	0
chr1:35623859-35624030	0	0
chr1:35768515-35768686	0	0
chr13:60082833-60083004	0	0
chr1:36096262-36096433	0	0
chr1:36165708-36165879	0	0
chr1:36223963-36224134	1	0
chr1:3625827-3625998	0	0
chr1:36357563-36357734	1	2
chr13:63840778-63840949	0	0
chr13:75405797-75405968	1	2
chr1:37575224-37575395	0	0
chr13:77060817-77060988	0	0
chr13:77365668-77365839	0	0
chr13:77698691-77698862	1	0
chr13:77904413-77904584	0	0
chr1:37896513-37896684	0	0
chr13:79145009-79145180	0	0
chr13:79751314-79751485	1	0
chr13:80340467-80340638	0	0
chr13:84447055-84447226	1	2
chr13:86155637-86155808	0	0
chr1:39019353-39019524	1	2
chr1:39143138-39143309	1	1
chr13:94324931-94325102	0	0
chr13:94396875-94397046	1	1
chr1:39639233-39639404	0	0
chr13:97235173-97235344	0	0
chr13:97955611-97955782	1	0
chr13:98186968-98187139	1	0
chr13:99366088-99366259	1	0
chr13:99600902-99601073	0	0
chr1:40691802-40691973	0	0
chr1:40859372-40859543	0	0
chr1:4089655-4089826	0	0
chr14:100225018-100225189	1	0
chr14:100291155-100291326	0	0
chr14:100291387-100291558	0	0
chr14:100339526-100339697	0	0
chr14:100827568-100827739	0	0
chr14:101518601-101518772	0	0
chr14:101758795-101758966	0	0
chr14:101829660-101829831	0	0
chr14:102081791-102081962	1	2
chr14:102474598-102474769	0	0
chr14:102498316-102498487	0	0
chr14:102926964-102927135	1	0
chr14:102934083-102934254	0	0
chr14:102942948-102943119	1	0
chr14:103068052-103068223	0	0
chr14:103402325-103402496	0	0
chr14:103518568-103518739	0	0
chr14:103571800-103571971	0	0
chr14:103739235-103739406	0	0
chr14:104718886-104719057	0	0
chr14:104719748-104719919	1	1
chr14:104721599-104721770	1	0
chr14:105348603-105348774	1	0
chr14:105418428-105418599	1	0
chr14:105468930-105469101	0	0
chr14:105491612-105491783	0	0
chr1:41370766-41370937	0	0
chr1:41486269-41486440	0	0
chr1:41684117-41684288	1	0
chr1:41888090-41888257	1	0
chr14:21026450-21026621	0	0
chr14:21068280-21068451	1	1
chr14:21108396-21108567	0	0
chr14:21168272-21168443	1	1
chr14:21350057-21350228	0	0
chr14:21379684-21379855	1	1
chr14:23091599-23091770	1	1
chr14:23140382-23140553	0	0
chr14:23286057-23286228	1	0
chr14:23327713-23327884	0	0
chr14:23953634-23953805	0	0
chr14:24108445-24108616	1	2
chr14:24203698-24203869	0	0
chr1:42424302-42424473	0	0
chr14:24954163-24954334	0	0
chr14:25927721-25927892	1	0
chr14:27126742-27126913	1	0
chr14:29595039-29595210	0	0
chr14:30133093-30133264	0	0
chr14:31111481-31111652	0	0
chr14:32506203-32506374	0	0
chr14:32820254-32820425	1	0
chr14:33046445-33046616	1	0
chr1:43353818-43353989	0	0
chr1:43355015-43355186	0	0
chr1:43359570-43359741	0	0
chr1:43368830-43369001	0	0
chr14:34582187-34582358	0	0
chr14:34722417-34722588	0	0
chr14:34863142-34863313	0	0
chr14:34974610-34974781	1	0
chr14:35199031-35199202	0	0
chr14:35341917-35342088	0	0
chr14:36162359-36162530	0	0
chr14:36236730-36236901	1	0
chr1:43657335-43657506	0	0
chr14:37415501-37415672	1	0
chr1:43747879-43748050	0	0
chr14:39049973-39050144	0	0
chr1:44213552-44213723	1	0
chr1:44408969-44409140	0	0
chr14:45116617-45116788	1	0
chr14:45123724-45123895	1	0
chr14:45835841-45836011	1	2
chr1:44731034-44731205	0	0
chr1:44731588-44731759	1	0
chr1:44774517-44774687	0	0
chr14:49583762-49583933	1	2
chr14:49793968-49794139	0	0
chr1:44996798-44996968	0	0
chr1:44996808-44996979	0	0
chr1:45019840-45020011	0	0
chr14:54091061-54091232	0	0
chr14:54114702-54114873	1	1
chr14:54439701-54439872	0	0
chr14:54472106-54472277	1	0
chr14:54622680-54622851	1	0
chr14:54700572-54700743	0	0
chr14:54724218-54724389	1	0
chr1:4565818-4565989	0	0
chr14:56798580-56798751	0	0
chr14:56990989-56991160	0	0
chr14:59308905-59309076	0	0
chr14:59748794-59748965	0	0
chr14:60240877-60241048	0	0
chr14:60303716-60303887	1	0
chr14:60304342-60304513	0	0
chr14:61047107-61047278	1	0
chr1:46132952-46133123	0	0
chr14:61462921-61463092	1	0
chr14:61745183-61745354	1	0
chr14:63465152-63465323	0	0
chr14:64362885-64363056	0	0
chr14:64387887-64388058	1	0
chr14:64407971-64408142	1	0
chr14:64767271-64767442	1	2
chr14:64839711-64839882	0	0
chr14:64914805-64914976	0	0
chr14:64949856-64950027	1	0
chr14:65867034-65867205	1	0
chr14:66728935-66729106	0	0
chr14:68359522-68359693	0	0
chr14:68360111-68360282	0	0
chr14:68736773-68736944	0	0
chr14:68737308-68737479	1	0
chr14:68885900-68886071	1	2
chr14:69265112-69265283	0	0
chr14:69721675-69721846	0	0
chr14:72712173-72712344	0	0
chr14:72946907-72947078	0	0
chr14:73130940-73131111	0	0
chr14:73143133-73143304	1	2
chr14:73736494-73736665	0	0
chr14:74942583-74942754	0	0
chr14:75411149-75411320	0	0
chr14:76937101-76937272	0	0
chr14:76937102-76937273	1	0
chr14:76940611-76940782	0	0
chr14:77028062-77028233	1	0
chr14:77031462-77031633	0	0
chr14:77270284-77270455	0	0
chr14:77621202-77621373	1	0
chr14:77712505-77712676	1	0
chr14:81230927-81231098	1	2
chr14:81487237-81487408	1	2
chr1:4816865-4817036	1	0
chr14:81859652-81859823	1	0
chr1:48745945-48746116	1	0
chr14:87679182-87679353	0	0
chr14:88567320-88567491	0	0
chr14:88945769-88945940	0	0
chr14:89040381-89040552	1	0
chr14:89040383-89040554	1	1
chr14:90253817-90253988	0	0
chr14:91132456-91132627	0	0
chr14:91948007-91948178	0	0
chr14:94936095-94936266	0	0
chr14:95079946-95080117	1	0
chr14:95261955-95262126	1	0
chr14:97709064-97709235	0	0
chr14:99246253-99246424	1	0
chr14:99322839-99323010	0	0
chr14:99402339-99402506	0	0
chr14:99424345-99424516	0	0
chr15:100163837-100164008	1	0
chr15:101558286-101558457	0	0
chr1:5157443-5157614	1	0
chr1:52052861-52053032	0	0
chr15:24581381-24581552	1	0
chr15:25351395-25351566	0	0
chr15:25353172-25353343	1	2
chr15:25362634-25362805	0	0
chr15:27323773-27323944	1	0
chr1:53191434-53191605	0	0
chr1:53206639-53206810	1	1
chr15:33540230-33540401	0	0
chr15:33963317-33963488	0	0
chr15:34249123-34249294	0	0
chr15:34784213-34784384	0	0
chr15:37054622-37054793	1	0
chr15:38872440-38872611	0	0
chr15:39199852-39200023	0	0
chr1:53947140-53947311	0	0
chr15:40293077-40293248	0	0
chr1:54034153-54034324	1	1
chr15:40395698-40395868	0	0
chr15:40656252-40656423	0	0
chr15:41364359-41364530	0	0
chr15:41510453-41510624	0	0
chr15:41902950-41903121	1	0
chr15:41979670-41979841	0	0
chr15:42280442-42280613	0	0
chr15:42431726-42431897	0	0
chr15:42603442-42603613	0	0
chr1:54273174-54273345	1	0
chr1:54278491-54278662	0	0
chr15:42939615-42939786	1	0
chr15:43367535-43367706	0	0
chr15:43783226-43783397	0	0
chr15:43807595-43807766	0	0
chr15:43982965-43983136	0	0
chr1:54576171-54576342	0	0
chr1:54579262-54579433	1	0
chr1:54886095-54886266	0	0
chr1:55070715-55070886	1	1
chr15:50900723-50900894	0	0
chr15:52009953-52010123	0	0
chr15:55008829-55009000	0	0
chr1:5571827-5571998	1	0
chr15:57592305-57592476	0	0
chr15:57610625-57610796	0	0
chr15:57666321-57666492	0	0
chr15:57696934-57697105	0	0
chr15:57838365-57838536	0	0
chr15:60394115-60394286	1	0
chr15:61138431-61138602	0	0
chr15:62832173-62832344	1	0
chr15:62998701-62998872	0	0
chr15:63084170-63084341	0	0
chr15:63213028-63213199	0	0
chr15:64297760-64297931	0	0
chr15:64694373-64694544	0	0
chr15:65411543-65411714	0	0
chr1:56640150-56640321	0	0
chr15:66621447-66621618	0	0
chr15:66695106-66695277	0	0
chr15:66784004-66784175	0	0
chr15:67679086-67679257	0	0
chr15:67844030-67844201	1	0
chr15:68069009-68069180	1	2
chr15:68278566-68278737	0	0
chr15:68543740-68543911	1	1
chr15:68604421-68604591	0	0
chr15:68604927-68605098	0	0
chr1:56889673-56889844	0	0
chr15:69082254-69082425	1	0
chr15:69451392-69451563	1	0
chr15:69686893-69687064	1	0
chr15:70856856-70857027	0	0
chr15:71472499-71472670	0	0
chr15:71705370-71705541	1	0
chr15:72488829-72489000	0	0
chr15:73329358-73329529	0	0
chr15:73923601-73923772	1	0
chr15:73926461-73926632	0	0
chr15:74060099-74060270	1	0
chr15:74208655-74208826	1	2
chr15:74774686-74774857	0	0
chr15:74778755-74778926	0	0
chr15:74880184-74880355	0	0
chr15:74925277-74925448	1	0
chr15:75363061-75363232	0	0
chr15:75638633-75638804	1	0
chr15:75717342-75717513	1	0
chr1:57596445-57596616	0	0
chr1:57616906-57617077	1	1
chr15:76228334-76228505	0	0
chr15:79016909-79017080	0	0
chr15:79932838-79933008	1	0
chr15:80044996-80045167	0	0
chr15:81105535-81105706	0	0
chr15:81176524-81176695	1	2
chr15:81312830-81313001	0	0
chr15:82834951-82835122	1	0
chr15:83475502-83475673	0	0
chr15:83841730-83841901	0	0
chr15:84726643-84726814	0	0
chr15:84807838-84808009	1	2
chr15:84870312-84870483	0	0
chr15:84903660-84903831	1	0
chr15:85623933-85624104	1	0
chr15:85668869-85669040	1	0
chr15:85760970-85761141	1	0
chr1:5858195-5858366	1	0
chr1:5865841-5866012	0	0
chr1:5872073-5872244	1	2
chr1:58780922-58781093	0	0
chr15:87877926-87878097	0	0
chr15:87947299-87947470	1	2
chr15:88378776-88378947	0	0
chr15:89092251-89092422	0	0
chr15:89364361-89364532	1	0
chr15:89500714-89500885	0	0
chr15:90050256-90050427	0	0
chr15:90081827-90081998	0	0
chr15:90111039-90111210	0	0
chr15:90159510-90159681	1	0
chr15:90191747-90191918	0	0
chr15:90584045-90584211	0	0
chr15:90612026-90612197	0	0
chr15:90665860-90666031	0	0
chr15:90856589-90856760	0	0
chr15:90861237-90861408	0	0
chr15:90886663-90886834	1	0
chr15:91716913-91717084	0	0
chr15:92887703-92887874	0	0
chr15:95467577-95467748	0	0
chr15:95577865-95578036	1	0
chr15:96313815-96313986	1	0
chr15:96341211-96341382	1	0
chr15:96344878-96345049	0	0
chr15:97692762-97692933	0	0
chr15:98710849-98711020	1	0
chr15:98727305-98727476	0	0
chr15:98787014-98787185	0	0
chr15:98907890-98908061	1	0
chr1:60199076-60199247	1	0
chr1:60868336-60868507	0	0
chr16:10188995-10189166	0	0
chr16:10423424-10423595	1	0
chr16:10544715-10544886	0	0
chr16:10805461-10805632	0	0
chr16:10950642-10950813	0	0
chr16:11087502-11087673	0	0
chr16:11102108-11102279	1	1
chr16:11102894-11103065	0	0
chr16:11259334-11259505	1	0
chr16:11415006-11415176	0	0
chr16:1157268-1157439	1	0
chr16:11665414-11665585	1	0
chr16:11885504-11885675	0	0
chr16:12087822-12087993	1	0
chr16:12162333-12162504	1	0
chr16:129857-130028	0	0
chr16:13750007-13750178	0	0
chr16:13999078-13999249	1	0
chr16:14071889-14072060	0	0
chr16:1453623-1453794	1	2
chr16:1543657-1543828	0	0
chr16:1711548-1711719	1	0
chr16:17345529-17345700	1	2
chr16:18970077-18970248	0	0
chr16:19057577-19057748	1	0
chr16:19061532-19061703	0	0
chr16:19065007-19065178	1	0
chr16:19162077-19162248	1	0
chr16:19535075-19535246	0	0
chr16:19702129-19702300	0	0
chr16:19702546-19702717	0	0
chr16:19705436-19705607	0	0
chr16:1971204-1971375	0	0
chr16:2066388-2066559	1	0
chr16:20868958-20869129	0	0
chr16:2096801-2096972	1	0
chr16:21024649-21024820	0	0
chr16:21285245-21285416	1	1
chr16:21529394-21529565	0	0
chr16:21958155-21958326	1	0
chr1:6219771-6219942	1	0
chr16:22047270-22047441	1	0
chr16:2222918-2223089	0	0
chr16:2237608-2237779	1	1
chr16:2245988-2246159	0	0
chr16:2277995-2278166	1	2
chr16:2278090-2278261	1	0
chr16:2297212-2297383	0	0
chr16:23497355-23497526	1	0
chr16:24543337-24543508	1	0
chr1:62458736-62458907	1	2
chr16:2531780-2531951	0	0
chr16:2538984-2539155	0	0
chr16:258757-258928	1	0
chr16:2751669-2751840	1	0
chr16:27754823-27754994	0	0
chr16:28106224-28106395	0	0
chr16:29780616-29780787	0	0
chr16:29786949-29787120	1	0
chr16:29805113-29805284	1	0
chr16:29984443-29984614	0	0
chr16:30115996-30116167	0	0
chr16:30345265-30345436	0	0
chr16:30362789-30362960	0	0
chr16:30378330-30378501	1	0
chr16:30525973-30526144	0	0
chr16:30753134-30753305	0	0
chr16:30759192-30759363	0	0
chr16:30792323-30792494	1	0
chr16:31025724-31025895	0	0
chr16:31029824-31029995	0	0
chr16:31093807-31093978	0	0
chr16:31166785-31166956	1	2
chr16:31389011-31389182	1	0
chr16:31426891-31427062	0	0
chr16:31456375-31456546	0	0
chr16:31485206-31485377	0	0
chr16:31554269-31554440	1	1
chr1:63322270-63322441	0	0
chr16:3460469-3460640	1	0
chr16:3486198-3486362	0	0
chr16:35396459-35396630	1	2
chr16:35623530-35623701	0	0
chr16:35687613-35687784	0	0
chr16:3653895-3654066	1	1
chr16:377150-377321	1	1
chr16:377508-377679	0	0
chr16:3825136-3825307	0	0
chr1:64050122-64050293	1	0
chr1:64136628-64136799	0	0
chr16:4222212-4222383	0	0
chr16:4293568-4293739	1	0
chr16:4468149-4468320	1	0
chr1:6458151-6458322	0	0
chr1:64597933-64598104	1	0
chr16:4655325-4655496	0	0
chr16:46684041-46684212	1	0
chr16:47472674-47472845	0	0
chr16:4882488-4882659	0	0
chr16:4886405-4886576	0	0
chr16:48945489-48945660	0	0
chr16:4899265-4899436	1	2
chr16:4903744-4903915	0	0
chr16:49354048-49354219	1	2
chr16:50596965-50597136	0	0
chr16:5090658-5090829	0	0
chr16:51158316-51158487	0	0
chr16:51997915-51998086	1	0
chr1:65255957-65256128	0	0
chr1:65285266-65285437	0	0
chr16:53421313-53421484	1	0
chr16:53626647-53626818	1	0
chr1:65414057-65414228	0	0
chr16:54503318-54503489	0	0
chr16:548589-548760	0	0
chr16:551008-551179	0	0
chr16:55372268-55372439	1	0
chr16:55382929-55383100	1	2
chr16:55383630-55383801	0	0
chr16:559293-559464	1	0
chr16:56571848-56572019	1	0
chr16:56607238-56607409	1	2
chr16:56937069-56937240	0	0
chr16:570595-570766	0	0
chr16:57268900-57269071	1	0
chr16:57616617-57616788	1	1
chr16:577923-578094	0	0
chr16:58034190-58034361	1	2
chr16:58117655-58117826	0	0
chr16:587591-587762	1	0
chr16:59042445-59042616	0	0
chr16:59260120-59260289	0	0
chr16:59629905-59630076	0	0
chr16:6131524-6131695	0	0
chr16:62638648-62638811	0	0
chr16:63525397-63525568	0	0
chr16:6355293-6355464	0	0
chr16:63990009-63990180	1	1
chr16:6485140-6485311	0	0
chr1:66554172-66554343	0	0
chr16:65845452-65845623	0	0
chr16:67176720-67176891	1	0
chr16:67425412-67425583	0	0
chr16:67567765-67567936	1	0
chr16:67877232-67877403	0	0
chr16:67894941-67895112	1	0
chr16:67907414-67907585	0	0
chr16:67960316-67960486	0	0
chr16:68646072-68646243	1	0
chr16:69318329-69318500	0	0
chr16:69840281-69840452	0	0
chr16:6990747-6990918	1	0
chr16:70078970-70079141	0	0
chr16:70574567-70574738	0	0
chr16:70604984-70605151	0	0
chr16:71964334-71964505	0	0
chr1:67464376-67464547	0	0
chr16:74901920-74902091	0	0
chr16:74985971-74986142	0	0
chr16:75231106-75231277	0	0
chr16:75237509-75237680	0	0
chr16:75238721-75238892	1	0
chr16:75243718-75243889	1	0
chr16:75311309-75311480	0	0
chr16:76274252-76274423	0	0
chr1:67732481-67732652	0	0
chr1:67834690-67834861	0	0
chr16:78677426-78677597	0	0
chr16:78985810-78985981	0	0
chr16:79007451-79007622	0	0
chr16:79217015-79217186	0	0
chr16:80995444-80995615	0	0
chr16:81430915-81431086	0	0
chr16:81447758-81447929	0	0
chr16:81453595-81453766	0	0
chr16:81653004-81653175	1	0
chr16:81800230-81800401	0	0
chr1:68223633-68223804	0	0
chr16:82294858-82295029	0	0
chr16:82301506-82301677	1	0
chr16:82303098-82303269	0	0
chr16:82624280-82624451	1	0
chr16:82633442-82633613	1	0
chr16:82734510-82734681	0	0
chr16:83903714-83903885	1	1
chr16:83906802-83906973	0	0
chr16:83926687-83926858	0	0
chr16:83939299-83939470	0	0
chr16:83976145-83976316	0	0
chr16:84044911-84045082	0	0
chr16:84073853-84074024	0	0
chr16:84113070-84113241	0	0
chr16:84128725-84128896	0	0
chr16:84315541-84315712	0	0
chr16:84356718-84356889	0	0
chr16:84687537-84687708	0	0
chr16:84921349-84921520	0	0
chr16:84932613-84932784	0	0
chr16:85055798-85055969	1	0
chr16:85159204-85159375	1	0
chr16:85180548-85180719	0	0
chr16:85206391-85206562	1	0
chr16:85261343-85261514	0	0
chr16:85310051-85310222	0	0
chr16:85572797-85572968	1	0
chr16:85574312-85574483	0	0
chr16:85600341-85600512	0	0
chr16:85919939-85920110	0	0
chr16:85940661-85940832	1	0
chr16:8600571-8600742	0	0
chr16:86427788-86427959	0	0
chr16:86658802-86658973	1	0
chr16:8669231-8669402	0	0
chr16:86929268-86929439	1	0
chr16:86984371-86984542	0	0
chr16:87140551-87140722	0	0
chr16:87418270-87418441	1	0
chr1:68741927-68742098	0	0
chr16:87431774-87431945	0	0
chr16:87723427-87723598	1	0
chr16:87736393-87736564	1	0
chr16:87872979-87873150	1	0
chr16:88021-88192	1	0
chr16:88442865-88443036	0	0
chr16:88446859-88447030	0	0
chr16:8852095-8852266	0	0
chr16:88574946-88575117	0	0
chr16:8860276-8860447	1	0
chr16:88618488-88618659	1	0
chr16:88644052-88644223	0	0
chr16:88645476-88645647	1	0
chr16:88649069-88649240	0	0
chr16:88701116-88701287	0	0
chr16:8870843-8871014	0	0
chr16:88712405-88712576	0	0
chr16:88738946-88739117	0	0
chr16:88760103-88760274	1	0
chr16:88830401-88830571	0	0
chr16:88869321-88869492	0	0
chr16:8889311-8889482	0	0
chr16:89154315-89154486	0	0
chr16:89218054-89218225	1	0
chr16:89561466-89561637	1	0
chr16:89988411-89988582	0	0
chr16:9021144-9021315	1	0
chr1:6918913-6919084	1	0
chr1:6959563-6959734	0	0
chr17:10291872-10292043	0	0
chr17:10418957-10419128	1	0
chr17:11905973-11906144	0	0
chr17:12121686-12121857	1	1
chr17:14403545-14403716	0	0
chr17:1481310-1481481	1	0
chr17:1492409-1492580	0	0
chr17:15264693-15264864	0	0
chr17:16032621-16032792	1	0
chr17:16397661-16397832	1	0
chr17:17026818-17026989	0	0
chr17:17078779-17078950	0	0
chr17:17309762-17309933	1	0
chr17:17552515-17552686	0	0
chr17:17685186-17685357	0	0
chr17:17723196-17723367	0	0
chr17:17736829-17737000	1	0
chr17:17766633-17766804	0	0
chr17:1785109-1785280	0	0
chr17:18048251-18048422	1	0
chr17:18073309-18073480	0	0
chr17:18189083-18189254	0	0
chr17:18211226-18211397	1	0
chr17:18211720-18211891	0	0
chr17:18224063-18224234	0	0
chr17:19270510-19270681	0	0
chr17:19361886-19362057	1	1
chr17:19396932-19397103	0	0
chr17:19447301-19447472	1	2
chr17:19508082-19508253	0	0
chr1:71964895-71965066	1	0
chr17:21199697-21199868	0	0
chr17:21210476-21210647	1	0
chr17:21216828-21216999	0	0
chr17:21282100-21282271	0	0
chr17:2196230-2196401	0	0
chr17:2231453-2231624	1	1
chr17:2299010-2299181	0	0
chr17:2456984-2457155	1	0
chr17:2699628-2699799	0	0
chr17:28333915-28334086	0	0
chr17:28615948-28616119	1	1
chr17:28630196-28630367	0	0
chr17:28905063-28905234	0	0
chr17:29123647-29123818	1	0
chr17:2939615-2939786	1	2
chr17:29621085-29621255	0	0
chr17:29704147-29704318	1	0
chr17:30153494-30153665	0	0
chr17:3048820-3048991	1	0
chr17:30560793-30560964	0	0
chr17:30693508-30693679	1	1
chr17:31928284-31928455	0	0
chr17:32453391-32453562	1	0
chr17:32517501-32517672	0	0
chr17:35154679-35154850	1	2
chr17:3530228-3530399	1	0
chr17:35704664-35704835	1	0
chr17:35711532-35711703	1	0
chr17:37260030-37260201	0	0
chr17:38876897-38877068	0	0
chr17:38885277-38885448	0	0
chr17:38934055-38934226	0	0
chr1:73906635-73906806	0	0
chr17:39272076-39272247	1	0
chr17:39624830-39625001	0	0
chr17:39661903-39662074	0	0
chr17:39662802-39662973	1	0
chr17:39722147-39722318	0	0
chr17:39933505-39933676	0	0
chr17:40012406-40012577	1	0
chr17:40111880-40112051	0	0
chr17:40142781-40142952	0	0
chr17:40326052-40326223	0	0
chr17:40348620-40348791	0	0
chr17:40351667-40351838	0	0
chr17:41547446-41547617	1	0
chr17:41675442-41675613	0	0
chr17:41751614-41751785	0	0
chr17:41761118-41761289	1	0
chr17:4192484-4192655	0	0
chr17:42104574-42104745	0	0
chr17:42250577-42250748	1	0
chr17:42308130-42308301	0	0
chr17:42988293-42988464	0	0
chr17:44099624-44099795	0	0
chr17:44205439-44205610	0	0
chr1:74429051-74429222	0	0
chr17:44554084-44554255	0	0
chr17:44559997-44560168	0	0
chr17:44570291-44570462	0	0
chr17:44752855-44753026	0	0
chr17:45221735-45221906	1	0
chr17:45229257-45229428	1	0
chr17:45307827-45307998	0	0
chr1:7456334-7456505	1	0
chr17:4569389-4569560	0	0
chr17:4578374-4578545	0	0
chr17:4593640-4593811	0	0
chr17:47109019-47109190	0	0
chr17:47137978-47138149	1	0
chr17:47175558-47175729	0	0
chr17:47535293-47535464	0	0
chr17:47867324-47867495	1	1
chr17:4792000-4792171	0	0
chr17:48028285-48028456	0	0
chr17:48031192-48031363	1	0
chr17:4805659-4805830	0	0
chr17:49509769-49509940	1	0
chr1:7495581-7495752	1	0
chr17:4984983-4985154	0	0
chr17:4986251-4986422	1	1
chr17:49947263-49947434	0	0
chr17:50065978-50066149	0	0
chr17:50179444-50179615	0	0
chr17:50556967-50557138	1	0
chr17:50588641-50588812	1	0
chr17:50851669-50851840	0	0
chr17:51051150-51051321	1	0
chr17:5111963-5112134	0	0
chr17:51162664-51162835	0	0
chr17:53033000-53033171	1	0
chr17:56377629-56377800	0	0
chr17:56512147-56512318	0	0
chr1:7570390-7570561	0	0
chr17:57081713-57081884	1	0
chr1:75712947-75713118	1	0
chr1:75744660-75744831	0	0
chr17:57895983-57896154	0	0
chr17:58009893-58010064	0	0
chr17:58206184-58206355	1	0
chr17:58632434-58632605	0	0
chr17:59144020-59144191	1	1
chr17:59146775-59146946	0	0
chr17:59162913-59163084	0	0
chr17:59622718-59622889	1	1
chr17:59694457-59694628	0	0
chr17:5975330-5975501	0	0
chr17:59886996-59887167	0	0
chr17:62117204-62117373	0	0
chr1:76270149-76270320	0	0
chr17:62803496-62803667	0	0
chr17:62951888-62952059	0	0
chr17:63619119-63619290	1	1
chr17:63839188-63839359	1	0
chr17:64155211-64155382	1	2
chr17:6468431-6468602	0	0
chr17:66316988-66317159	0	0
chr17:66713703-66713874	1	0
chr17:67022508-67022679	0	0
chr17:67330000-67330171	0	0
chr17:67387500-67387671	1	2
chr17:67835741-67835912	0	0
chr17:67837989-67838158	1	0
chr17:67837991-67838162	0	0
chr17:68300023-68300194	0	0
chr17:68467464-68467635	0	0
chr17:68473631-68473802	0	0
chr17:70804274-70804445	1	0
chr17:7190121-7190292	0	0
chr17:7193455-7193626	0	0
chr17:7208234-7208405	1	0
chr17:72107759-72107930	1	0
chr17:7234705-7234876	0	0
chr17:7302869-7303040	1	2
chr17:73218509-73218680	0	0
