name	DNA1	DNA2	DNA3	DNA4	RNA1	RNA2	RNA3	RNA4	group	region_name	Coding
chr2:180737277-180737448::REF	26	15	15	22	20	22	34	32	REF	chr2:180737277-180737448	FALSE
chr2:180954808-180954979::REF	43	23	36	36	29	33	13	24	REF	chr2:180954808-180954979	FALSE
chr2:180971543-180971714::REF	351	321	402	356	473	433	341	432	REF	chr2:180971543-180971714	FALSE
chr2:18246750-18246921::REF	90	84	75	71	114	85	50	79	REF	chr2:18246750-18246921	FALSE
chr2:18247513-18247684::REF	154	161	121	153	138	186	133	150	REF	chr2:18247513-18247684	FALSE
chr2:183057671-183057842::REF	232	187	204	223	266	209	178	262	REF	chr2:183057671-183057842	FALSE
chr2:183187361-183187532::REF	161	152	166	171	175	189	113	161	REF	chr2:183187361-183187532	FALSE
chr2:183228772-183228943::REF	390	315	264	340	464	418	453	476	REF	chr2:183228772-183228943	FALSE
chr2:186579655-186579826::REF	396	324	320	375	511	361	344	432	REF	chr2:186579655-186579826	FALSE
chr2:186607874-186608045::REF	293	287	261	308	300	268	186	283	REF	chr2:186607874-186608045	FALSE
chr2:187500598-187500769::REF	28	27	36	30	32	45	39	39	REF	chr2:187500598-187500769	FALSE
chr2:187509131-187509302::REF	188	135	122	155	150	158	159	190	REF	chr2:187509131-187509302	FALSE
chr2:18784302-18784473::REF	88	85	62	69	115	84	64	70	REF	chr2:18784302-18784473	FALSE
chr2:189052317-189052488::REF	127	94	84	102	128	85	66	110	REF	chr2:189052317-189052488	FALSE
chr2:189098413-189098584::REF	232	226	206	238	248	168	194	236	REF	chr2:189098413-189098584	FALSE
chr2:189175612-189175783::REF	1032	831	988	975	900	799	721	946	REF	chr2:189175612-189175783	FALSE
chr2:1893295-1893466::REF	1291	1067	1061	1215	1634	1352	1346	1607	REF	chr2:1893295-1893466	FALSE
chr2:190077399-190077570::REF	733	644	690	733	722	643	602	705	REF	chr2:190077399-190077570	FALSE
chr2:190659360-190659531::REF	107	105	83	97	117	72	102	103	REF	chr2:190659360-190659531	TRUE
chr2:190754942-190755113::REF	242	192	233	192	123	73	96	100	REF	chr2:190754942-190755113	FALSE
chr2:190755069-190755239::REF	180	109	149	148	143	105	81	118	REF	chr2:190755069-190755239	FALSE
chr2:190875840-190876011::REF	334	265	279	289	440	315	301	403	REF	chr2:190875840-190876011	FALSE
chr2:191534254-191534425::REF	90	76	93	85	97	72	77	88	REF	chr2:191534254-191534425	FALSE
chr2:194491530-194491701::REF	86	73	67	97	106	78	65	119	REF	chr2:194491530-194491701	FALSE
chr2:197204639-197204810::REF	126	84	117	94	130	105	83	92	REF	chr2:197204639-197204810	FALSE
chr2:197527844-197528015::REF	149	133	123	145	245	179	190	298	REF	chr2:197527844-197528015	FALSE
chr2:199033872-199034043::REF	101	84	75	94	106	102	72	84	REF	chr2:199033872-199034043	FALSE
chr2:19945987-19946158::REF	293	242	234	287	247	204	209	231	REF	chr2:19945987-19946158	FALSE
chr2:19963279-19963450::REF	148	117	132	129	164	118	95	164	REF	chr2:19963279-19963450	FALSE
chr2:200456891-200457062::REF	40	33	33	57	61	48	32	64	REF	chr2:200456891-200457062	FALSE
chr2:20051643-20051814::REF	106	84	78	102	124	102	88	120	REF	chr2:20051643-20051814	FALSE
chr2:200658473-200658644::REF	370	275	262	332	359	274	329	330	REF	chr2:200658473-200658644	FALSE
chr2:200839625-200839796::REF	391	326	359	370	399	348	286	426	REF	chr2:200839625-200839796	FALSE
chr2:201229072-201229243::REF	217	207	209	203	261	180	221	273	REF	chr2:201229072-201229243	FALSE
chr2:201399825-201399996::REF	102	52	93	95	130	65	56	92	REF	chr2:201399825-201399996	FALSE
chr2:202255330-202255501::REF	747	601	676	719	791	775	712	921	REF	chr2:202255330-202255501	FALSE
chr2:202294857-202295028::REF	173	146	167	192	70	40	30	55	REF	chr2:202294857-202295028	FALSE
chr2:202383072-202383243::REF	1005	804	890	977	1025	804	731	943	REF	chr2:202383072-202383243	FALSE
chr2:202848814-202848985::REF	130	106	99	116	94	96	68	113	REF	chr2:202848814-202848985	FALSE
chr2:20311277-20311448::REF	33	38	31	45	47	34	30	32	REF	chr2:20311277-20311448	FALSE
chr2:203230938-203231109::REF	323	276	297	314	280	202	163	256	REF	chr2:203230938-203231109	FALSE
chr2:203488448-203488619::REF	98	46	63	78	36	36	27	38	REF	chr2:203488448-203488619	FALSE
chr2:204452762-204452933::REF	242	221	217	241	216	200	164	207	REF	chr2:204452762-204452933	FALSE
chr2:204554782-204554953::REF	1045	866	867	976	1206	871	810	937	REF	chr2:204554782-204554953	FALSE
chr2:205682174-205682345::REF	38	29	37	35	37	31	37	33	REF	chr2:205682174-205682345	FALSE
chr2:20576667-20576838::REF	714	574	543	686	560	439	364	466	REF	chr2:20576667-20576838	FALSE
chr2:206133892-206134063::REF	478	403	397	489	498	357	334	417	REF	chr2:206133892-206134063	FALSE
chr2:206143039-206143210::REF	74	79	100	93	78	73	56	77	REF	chr2:206143039-206143210	FALSE
chr2:206159366-206159537::REF	636	558	593	665	716	511	416	692	REF	chr2:206159366-206159537	FALSE
chr2:207254638-207254809::REF	167	139	112	136	171	124	100	122	REF	chr2:207254638-207254809	FALSE
chr2:209564544-209564715::REF	448	393	383	425	406	307	307	379	REF	chr2:209564544-209564715	FALSE
chr2:210204319-210204490::REF	91	89	90	74	81	134	72	103	REF	chr2:210204319-210204490	FALSE
chr2:210211256-210211427::REF	479	476	472	482	862	721	690	768	REF	chr2:210211256-210211427	FALSE
chr2:210624763-210624934::REF	175	142	133	169	196	131	116	156	REF	chr2:210624763-210624934	FALSE
chr2:215298796-215298967::REF	12	13	23	13	28	16	18	15	REF	chr2:215298796-215298967	FALSE
chr2:216344285-216344456::REF	162	111	132	154	182	109	112	174	REF	chr2:216344285-216344456	FALSE
chr2:216463294-216463465::REF	461	354	374	433	362	289	212	312	REF	chr2:216463294-216463465	FALSE
chr2:216503402-216503573::REF	184	195	190	170	170	131	111	168	REF	chr2:216503402-216503573	FALSE
chr2:216697976-216698147::REF	64	54	53	51	68	47	53	67	REF	chr2:216697976-216698147	FALSE
chr2:216791400-216791571::REF	192	183	181	178	213	226	168	226	REF	chr2:216791400-216791571	FALSE
chr22:17248808-17248979::REF	306	257	293	291	275	214	188	284	REF	chr22:17248808-17248979	FALSE
chr22:17478210-17478381::REF	205	177	176	202	231	175	183	208	REF	chr22:17478210-17478381	FALSE
chr22:17492348-17492519::REF	102	86	79	110	78	52	43	83	REF	chr22:17492348-17492519	FALSE
chr22:17527132-17527303::REF	174	150	158	157	209	182	161	188	REF	chr22:17527132-17527303	FALSE
chr22:17551754-17551925::REF	355	275	316	355	317	294	225	283	REF	chr22:17551754-17551925	FALSE
chr22:17606593-17606764::REF	74	29	38	56	59	30	37	52	REF	chr22:17606593-17606764	FALSE
chr2:217836793-217836964::REF	334	289	311	346	292	230	249	310	REF	chr2:217836793-217836964	FALSE
chr2:217892826-217892997::REF	535	434	477	490	468	386	336	484	REF	chr2:217892826-217892997	FALSE
chr2:218249768-218249939::REF	100	81	105	67	117	81	105	97	REF	chr2:218249768-218249939	TRUE
chr2:218263262-218263433::REF	1451	1299	1311	1426	1034	758	646	885	REF	chr2:218263262-218263433	FALSE
chr2:218293608-218293779::REF	190	148	163	179	261	232	164	182	REF	chr2:218293608-218293779	FALSE
chr2:218312712-218312883::REF	169	115	117	162	85	89	65	101	REF	chr2:218312712-218312883	FALSE
chr2:218453490-218453661::REF	70	64	54	69	67	39	36	45	REF	chr2:218453490-218453661	FALSE
chr2:218535855-218536026::REF	199	179	173	174	159	133	105	167	REF	chr2:218535855-218536026	FALSE
chr2:218623217-218623388::REF	310	265	274	303	370	290	256	327	REF	chr2:218623217-218623388	FALSE
chr2:219171582-219171753::REF	195	154	135	159	120	128	89	143	REF	chr2:219171582-219171753	FALSE
chr2:219218062-219218233::REF	552	482	517	549	600	517	429	572	REF	chr2:219218062-219218233	TRUE
chr22:19424119-19424290::REF	191	242	199	224	282	295	193	300	REF	chr22:19424119-19424290	FALSE
chr22:19440694-19440865::REF	297	259	290	269	326	257	235	245	REF	chr22:19440694-19440865	FALSE
chr2:219493080-219493251::REF	728	603	546	689	687	531	500	634	REF	chr2:219493080-219493251	FALSE
chr2:219628659-219628830::REF	944	821	801	915	799	783	607	742	REF	chr2:219628659-219628830	FALSE
chr22:19749303-19749474::REF	1509	1335	1250	1445	1717	1446	1288	1756	REF	chr22:19749303-19749474	FALSE
chr22:19757523-19757694::REF	832	749	764	788	845	753	691	904	REF	chr22:19757523-19757694	FALSE
chr22:19767208-19767379::REF	1459	1276	1280	1429	1255	1093	894	1177	REF	chr22:19767208-19767379	FALSE
chr22:19953638-19953809::REF	1190	1017	1003	1131	956	754	638	911	REF	chr22:19953638-19953809	FALSE
chr22:20126529-20126700::REF	743	662	676	703	812	613	590	752	REF	chr22:20126529-20126700	TRUE
chr22:20154850-20155021::REF	1707	1418	1418	1572	1209	1024	888	1190	REF	chr22:20154850-20155021	FALSE
chr22:20624240-20624411::REF	969	814	804	938	468	334	303	371	REF	chr22:20624240-20624411	FALSE
chr22:20957540-20957711::REF	614	491	491	550	484	406	302	419	REF	chr22:20957540-20957711	FALSE
chr22:20969215-20969386::REF	1517	1300	1185	1428	1901	1456	1394	1780	REF	chr22:20969215-20969386	FALSE
chr22:20971444-20971615::REF	412	349	332	336	233	196	177	213	REF	chr22:20971444-20971615	FALSE
chr2:221105972-221106143::REF	181	178	153	179	172	106	144	127	REF	chr2:221105972-221106143	FALSE
chr2:221426653-221426824::REF	131	135	119	135	239	212	181	189	REF	chr2:221426653-221426824	FALSE
chr2:221567473-221567644::REF	145	117	120	147	81	61	47	68	REF	chr2:221567473-221567644	FALSE
chr2:221736702-221736873::REF	147	108	106	125	231	150	98	133	REF	chr2:221736702-221736873	FALSE
chr22:21783339-21783510::REF	1006	841	853	1037	1022	722	635	864	REF	chr22:21783339-21783510	FALSE
chr22:21922672-21922843::REF	1276	1176	1125	1383	1326	1104	967	1377	REF	chr22:21922672-21922843	FALSE
chr22:22060637-22060808::REF	222	155	179	168	192	147	144	197	REF	chr22:22060637-22060808	FALSE
chr2:222299162-222299333::REF	1488	1265	1261	1406	1497	1368	1149	1621	REF	chr2:222299162-222299333	FALSE
chr2:22267750-22267921::REF	175	131	123	144	174	150	162	178	REF	chr2:22267750-22267921	FALSE
chr2:222913807-222913978::REF	78	59	62	73	76	71	38	59	REF	chr2:222913807-222913978	FALSE
chr22:23527329-23527500::REF	436	381	397	395	421	384	307	359	REF	chr22:23527329-23527500	FALSE
chr2:223860019-223860190::REF	336	284	272	315	352	277	262	345	REF	chr2:223860019-223860190	FALSE
chr22:24558192-24558363::REF	149	143	135	132	161	125	128	185	REF	chr22:24558192-24558363	FALSE
chr2:224598198-224598369::REF	380	353	292	413	87	71	62	71	REF	chr2:224598198-224598369	FALSE
chr22:24697426-24697597::REF	526	446	459	512	475	355	352	475	REF	chr22:24697426-24697597	FALSE
chr2:226774083-226774254::REF	60	58	67	71	65	66	57	84	REF	chr2:226774083-226774254	FALSE
chr22:26788351-26788522::REF	430	383	366	399	477	429	362	489	REF	chr22:26788351-26788522	FALSE
chr22:27861608-27861779::REF	202	170	156	180	236	224	186	188	REF	chr22:27861608-27861779	FALSE
chr22:27997548-27997719::REF	386	287	335	341	163	117	91	103	REF	chr22:27997548-27997719	FALSE
chr2:228320493-228320664::REF	137	98	98	127	104	85	87	88	REF	chr2:228320493-228320664	FALSE
chr22:29264838-29265009::REF	701	618	680	671	1450	1238	1151	1517	REF	chr22:29264838-29265009	FALSE
chr22:29267744-29267915::REF	1694	1462	1366	1531	1333	1220	969	1364	REF	chr22:29267744-29267915	FALSE
chr22:29722715-29722886::REF	1324	1148	1113	1321	1271	1216	1054	1301	REF	chr22:29722715-29722886	FALSE
chr22:29768153-29768324::REF	133	111	132	121	155	154	120	198	REF	chr22:29768153-29768324	FALSE
chr22:29792798-29792969::REF	364	314	267	355	361	363	301	440	REF	chr22:29792798-29792969	FALSE
chr22:30504763-30504934::REF	514	439	443	470	628	451	470	513	REF	chr22:30504763-30504934	FALSE
chr2:230873948-230874119::REF	695	580	597	729	648	597	452	609	REF	chr2:230873948-230874119	FALSE
chr2:23100523-23100694::REF	259	224	209	255	252	219	221	282	REF	chr2:23100523-23100694	FALSE
chr22:31055527-31055698::REF	252	210	221	220	282	211	173	253	REF	chr22:31055527-31055698	FALSE
chr22:31329702-31329873::REF	90	69	63	85	80	59	38	50	REF	chr22:31329702-31329873	FALSE
chr22:31333704-31333875::REF	221	197	198	179	262	228	165	216	REF	chr22:31333704-31333875	FALSE
chr22:31345805-31345976::REF	833	723	756	766	1098	924	774	1097	REF	chr22:31345805-31345976	FALSE
chr22:31349555-31349726::REF	306	279	259	288	365	279	225	300	REF	chr22:31349555-31349726	FALSE
chr22:31401795-31401966::REF	583	497	537	542	493	401	381	475	REF	chr22:31401795-31401966	FALSE
chr22:31402562-31402733::REF	822	779	783	803	982	913	648	863	REF	chr22:31402562-31402733	FALSE
chr22:31432794-31432965::REF	231	220	207	217	123	78	82	132	REF	chr22:31432794-31432965	FALSE
chr22:31435033-31435204::REF	250	221	281	270	299	215	190	261	REF	chr22:31435033-31435204	FALSE
chr22:31435663-31435834::REF	760	588	582	667	620	509	464	652	REF	chr22:31435663-31435834	FALSE
chr2:231451162-231451333::REF	1113	1012	981	1090	977	860	700	926	REF	chr2:231451162-231451333	FALSE
chr2:231455836-231456007::REF	206	180	173	206	206	171	164	210	REF	chr2:231455836-231456007	FALSE
chr22:31500678-31500849::REF	357	284	308	328	397	305	274	336	REF	chr22:31500678-31500849	FALSE
chr2:231606344-231606515::REF	183	171	178	160	228	145	135	212	REF	chr2:231606344-231606515	FALSE
chr22:31700965-31701136::REF	216	234	192	241	279	237	208	235	REF	chr22:31700965-31701136	FALSE
chr22:31708574-31708745::REF	673	525	588	649	636	527	444	650	REF	chr22:31708574-31708745	FALSE
chr22:32129909-32130080::REF	1144	1001	1029	1119	1825	1423	1363	1731	REF	chr22:32129909-32130080	FALSE
chr22:32398408-32398579::REF	129	108	101	149	94	68	69	64	REF	chr22:32398408-32398579	FALSE
chr2:232525822-232525993::REF	1630	1432	1395	1548	2101	1691	1455	1996	REF	chr2:232525822-232525993	FALSE
chr22:32601784-32601955::REF	164	130	134	162	144	110	132	134	REF	chr22:32601784-32601955	FALSE
chr2:232710676-232710847::REF	136	106	121	149	148	109	110	120	REF	chr2:232710676-232710847	FALSE
chr2:232732453-232732624::REF	76	62	82	96	102	92	70	71	REF	chr2:232732453-232732624	FALSE
chr22:32797342-32797513::REF	526	453	473	537	337	249	235	290	REF	chr22:32797342-32797513	FALSE
chr22:32809270-32809441::REF	420	342	341	366	413	357	271	375	REF	chr22:32809270-32809441	FALSE
chr22:32812046-32812217::REF	418	416	386	469	463	385	348	461	REF	chr22:32812046-32812217	FALSE
chr22:32830441-32830612::REF	273	265	225	277	300	226	193	283	REF	chr22:32830441-32830612	FALSE
chr22:33704682-33704853::REF	185	171	144	148	183	117	122	160	REF	chr22:33704682-33704853	FALSE
chr2:233830137-233830308::REF	343	335	343	367	208	166	113	185	REF	chr2:233830137-233830308	FALSE
chr2:234415004-234415175::REF	383	359	376	425	579	429	446	454	REF	chr2:234415004-234415175	FALSE
chr22:34448677-34448848::REF	343	269	326	343	386	298	269	395	REF	chr22:34448677-34448848	FALSE
chr22:34459182-34459353::REF	230	179	218	197	349	244	292	329	REF	chr22:34459182-34459353	FALSE
chr22:34674518-34674689::REF	173	187	148	193	166	172	175	215	REF	chr22:34674518-34674689	FALSE
chr22:34784192-34784363::REF	229	185	199	211	185	169	202	243	REF	chr22:34784192-34784363	FALSE
chr2:234952503-234952674::REF	44	48	32	38	39	29	30	36	REF	chr2:234952503-234952674	FALSE
chr22:35058152-35058323::REF	841	757	804	884	849	659	556	663	REF	chr22:35058152-35058323	FALSE
chr22:35387915-35388086::REF	325	237	272	283	255	237	223	270	REF	chr22:35387915-35388086	FALSE
chr22:35397405-35397576::REF	322	272	243	328	338	246	216	299	REF	chr22:35397405-35397576	FALSE
chr22:35603109-35603280::REF	321	259	295	269	313	302	264	330	REF	chr22:35603109-35603280	FALSE
chr22:36134544-36134715::REF	163	170	166	171	204	218	159	206	REF	chr22:36134544-36134715	FALSE
chr2:236165016-236165187::REF	351	278	311	374	380	293	230	301	REF	chr2:236165016-236165187	FALSE
chr22:36296669-36296840::REF	444	366	396	401	386	376	316	406	REF	chr22:36296669-36296840	FALSE
chr22:36325141-36325312::REF	134	124	127	165	170	144	112	133	REF	chr22:36325141-36325312	FALSE
chr2:236341722-236341893::REF	539	464	488	477	564	463	387	482	REF	chr2:236341722-236341893	FALSE
chr22:36478074-36478245::REF	279	191	213	231	312	278	232	255	REF	chr22:36478074-36478245	FALSE
chr22:36484814-36484985::REF	122	93	105	107	150	177	141	186	REF	chr22:36484814-36484985	FALSE
chr22:36516689-36516860::REF	137	104	143	153	137	119	94	148	REF	chr22:36516689-36516860	TRUE
chr2:236643927-236644098::REF	110	94	75	127	32	36	26	49	REF	chr2:236643927-236644098	FALSE
chr22:36757353-36757524::REF	1790	1480	1529	1686	2434	2085	1788	2261	REF	chr22:36757353-36757524	FALSE
chr22:36917323-36917494::REF	88	104	89	84	73	37	33	58	REF	chr22:36917323-36917494	FALSE
chr2:237097023-237097194::REF	380	300	305	338	310	291	247	308	REF	chr2:237097023-237097194	FALSE
chr2:237100523-237100694::REF	100	79	78	79	76	65	55	87	REF	chr2:237100523-237100694	FALSE
chr2:237100656-237100827::REF	3	3	5	5	3	2	4	2	REF	chr2:237100656-237100827	FALSE
chr2:237585559-237585730::REF	187	163	191	184	184	143	119	171	REF	chr2:237585559-237585730	FALSE
chr22:37603839-37604010::REF	406	360	369	385	322	212	244	374	REF	chr22:37603839-37604010	FALSE
chr2:23761723-23761894::REF	119	118	110	118	118	143	98	109	REF	chr2:23761723-23761894	FALSE
chr2:237633928-237634099::REF	314	297	290	307	353	254	255	310	REF	chr2:237633928-237634099	FALSE
chr2:237664312-237664483::REF	209	168	203	198	197	184	194	238	REF	chr2:237664312-237664483	FALSE
chr2:237695197-237695368::REF	256	230	241	265	218	201	189	257	REF	chr2:237695197-237695368	FALSE
chr2:237728156-237728327::REF	264	231	205	269	265	214	215	291	REF	chr2:237728156-237728327	FALSE
chr2:237739129-237739300::REF	1266	1139	1213	1277	1527	1298	1126	1469	REF	chr2:237739129-237739300	FALSE
chr2:237768383-237768554::REF	110	90	97	114	158	107	100	99	REF	chr2:237768383-237768554	FALSE
chr2:237868697-237868868::REF	410	342	334	369	519	389	335	431	REF	chr2:237868697-237868868	FALSE
chr22:37891045-37891216::REF	137	135	105	118	37	28	23	13	REF	chr22:37891045-37891216	FALSE
chr22:37958932-37959103::REF	443	373	406	427	547	513	425	499	REF	chr22:37958932-37959103	FALSE
chr22:38084830-38085001::REF	162	160	134	134	194	114	118	186	REF	chr22:38084830-38085001	FALSE
chr2:238303100-238303271::REF	429	381	407	396	383	317	319	348	REF	chr2:238303100-238303271	FALSE
chr22:38750744-38750915::REF	1088	935	989	1092	1039	799	720	932	REF	chr22:38750744-38750915	FALSE
chr22:39202175-39202346::REF	299	255	284	340	252	186	209	204	REF	chr22:39202175-39202346	FALSE
chr22:39241764-39241935::REF	239	200	218	237	297	232	218	192	REF	chr22:39241764-39241935	FALSE
chr22:39250633-39250804::REF	229	178	196	222	223	168	134	198	REF	chr22:39250633-39250804	FALSE
chr22:39317645-39317816::REF	34	34	37	28	33	31	46	30	REF	chr22:39317645-39317816	FALSE
chr22:39492773-39492944::REF	699	583	527	686	664	662	578	722	REF	chr22:39492773-39492944	FALSE
chr22:39502338-39502509::REF	601	547	548	578	631	526	505	625	REF	chr22:39502338-39502509	FALSE
chr22:40055141-40055312::REF	299	283	281	297	250	210	158	261	REF	chr22:40055141-40055312	FALSE
chr22:40342393-40342564::REF	154	130	145	162	166	137	156	128	REF	chr22:40342393-40342564	FALSE
chr2:240423977-240424148::REF	667	508	559	615	623	575	477	570	REF	chr2:240423977-240424148	FALSE
chr2:240432776-240432947::REF	520	403	484	498	520	419	443	529	REF	chr2:240432776-240432947	FALSE
chr2:240435938-240436109::REF	468	389	353	374	295	276	201	320	REF	chr2:240435938-240436109	TRUE
chr2:240443119-240443290::REF	1202	987	989	1148	961	882	719	930	REF	chr2:240443119-240443290	FALSE
chr2:240474071-240474242::REF	294	275	263	289	408	306	268	344	REF	chr2:240474071-240474242	FALSE
chr2:240557903-240558074::REF	899	804	722	853	995	859	701	961	REF	chr2:240557903-240558074	FALSE
chr2:240775428-240775599::REF	483	380	370	395	600	508	448	540	REF	chr2:240775428-240775599	FALSE
chr2:240793030-240793201::REF	1199	1034	1052	1164	1040	820	832	1025	REF	chr2:240793030-240793201	FALSE
chr22:41099041-41099212::REF	191	161	151	159	102	99	80	104	REF	chr22:41099041-41099212	FALSE
chr2:241155571-241155742::REF	289	232	226	257	249	184	206	233	REF	chr2:241155571-241155742	FALSE
chr2:241305303-241305474::REF	210	185	172	213	185	135	150	198	REF	chr2:241305303-241305474	FALSE
chr2:241320225-241320396::REF	145	120	111	145	166	112	108	127	REF	chr2:241320225-241320396	FALSE
chr22:41365345-41365516::REF	229	227	190	243	201	175	156	272	REF	chr22:41365345-41365516	FALSE
chr22:41436561-41436732::REF	1207	1056	1088	1214	1500	1198	957	1380	REF	chr22:41436561-41436732	TRUE
chr22:41458285-41458456::REF	983	854	858	960	1000	843	785	934	REF	chr22:41458285-41458456	FALSE
chr22:41461582-41461753::REF	580	515	520	504	639	478	379	549	REF	chr22:41461582-41461753	FALSE
chr22:41536218-41536389::REF	1541	1191	1256	1340	1501	1205	1089	1437	REF	chr22:41536218-41536389	FALSE
chr22:41549289-41549460::REF	60	54	57	49	111	124	82	131	REF	chr22:41549289-41549460	FALSE
chr2:241588175-241588346::REF	19	17	23	23	27	26	24	36	REF	chr2:241588175-241588346	FALSE
chr22:41818046-41818217::REF	6	16	18	20	3	6	9	5	REF	chr22:41818046-41818217	FALSE
chr22:42490779-42490950::REF	297	264	282	279	299	199	209	231	REF	chr22:42490779-42490950	FALSE
chr22:42615000-42615171::REF	106	108	88	107	117	119	82	127	REF	chr22:42615000-42615171	FALSE
chr22:42639859-42640030::REF	22	16	29	18	13	12	12	36	REF	chr22:42639859-42640030	FALSE
chr22:42856642-42856813::REF	1385	1143	1090	1302	759	748	595	722	REF	chr22:42856642-42856813	FALSE
chr22:42889178-42889349::REF	261	229	243	236	200	199	155	221	REF	chr22:42889178-42889349	FALSE
chr22:43960441-43960612::REF	181	146	152	167	114	111	108	140	REF	chr22:43960441-43960612	FALSE
chr22:43961434-43961605::REF	159	134	110	151	163	148	122	148	REF	chr22:43961434-43961605	FALSE
chr22:44138929-44139100::REF	307	263	243	317	35	41	24	38	REF	chr22:44138929-44139100	FALSE
chr22:44362098-44362269::REF	167	154	137	165	148	97	126	142	REF	chr22:44362098-44362269	FALSE
chr2:24496387-24496558::REF	174	209	179	201	193	164	127	188	REF	chr2:24496387-24496558	FALSE
chr22:45216552-45216723::REF	1233	989	1009	1123	1338	995	920	1204	REF	chr22:45216552-45216723	FALSE
chr22:45435670-45435841::REF	339	294	309	302	368	395	286	449	REF	chr22:45435670-45435841	FALSE
chr22:45672968-45673139::REF	190	154	163	155	82	48	44	59	REF	chr22:45672968-45673139	FALSE
chr22:46035418-46035589::REF	282	213	238	269	358	289	252	320	REF	chr22:46035418-46035589	FALSE
chr22:46350201-46350372::REF	331	298	267	316	231	217	205	204	REF	chr22:46350201-46350372	FALSE
chr22:47359412-47359583::REF	571	513	502	534	512	394	357	554	REF	chr22:47359412-47359583	FALSE
chr22:47387177-47387348::REF	596	549	570	618	497	321	282	405	REF	chr22:47387177-47387348	FALSE
chr22:48226716-48226887::REF	692	580	553	637	560	511	419	498	REF	chr22:48226716-48226887	FALSE
chr22:48390072-48390243::REF	369	303	322	355	372	385	325	369	REF	chr22:48390072-48390243	FALSE
chr22:48504084-48504255::REF	664	543	601	658	1078	936	922	1073	REF	chr22:48504084-48504255	FALSE
chr22:49698424-49698595::REF	138	101	121	113	214	129	143	166	REF	chr22:49698424-49698595	FALSE
chr22:49785394-49785565::REF	329	311	314	301	273	247	239	294	REF	chr22:49785394-49785565	FALSE
chr22:49801718-49801889::REF	2189	1869	2047	2165	2309	2084	1706	2328	REF	chr22:49801718-49801889	FALSE
chr22:49859560-49859731::REF	85	82	92	96	70	53	59	67	REF	chr22:49859560-49859731	FALSE
chr22:50173866-50174037::REF	507	515	467	559	553	416	376	518	REF	chr22:50173866-50174037	FALSE
chr22:50284468-50284639::REF	683	612	628	706	740	580	466	656	REF	chr22:50284468-50284639	FALSE
chr22:50459549-50459720::REF	541	513	481	584	475	408	364	442	REF	chr22:50459549-50459720	TRUE
chr22:50493769-50493940::REF	107	106	90	96	68	64	55	76	REF	chr22:50493769-50493940	FALSE
chr22:50505043-50505214::REF	1107	996	904	1083	1070	877	865	1095	REF	chr22:50505043-50505214	FALSE
chr22:50570127-50570298::REF	802	623	710	786	1153	953	882	1108	REF	chr22:50570127-50570298	FALSE
chr22:50570875-50571046::REF	387	333	320	349	372	358	296	393	REF	chr22:50570875-50571046	TRUE
chr22:50584293-50584460::REF	332	276	277	295	288	295	253	360	REF	chr22:50584293-50584460	FALSE
chr22:50689019-50689190::REF	390	348	329	371	497	413	384	450	REF	chr22:50689019-50689190	FALSE
chr2:25231412-25231583::REF	324	226	269	299	319	257	267	326	REF	chr2:25231412-25231583	FALSE
chr2:25878144-25878315::REF	1947	1599	1560	1841	1978	1656	1438	1877	REF	chr2:25878144-25878315	FALSE
chr2:26033659-26033830::REF	425	376	363	407	182	179	134	166	REF	chr2:26033659-26033830	FALSE
chr2:26042214-26042385::REF	243	210	237	227	194	208	181	188	REF	chr2:26042214-26042385	FALSE
chr2:265567-265738::REF	315	241	290	306	328	290	283	362	REF	chr2:265567-265738	FALSE
chr2:26693279-26693450::REF	846	703	717	798	784	566	472	693	REF	chr2:26693279-26693450	FALSE
chr2:26778368-26778539::REF	704	624	681	682	706	598	447	628	REF	chr2:26778368-26778539	TRUE
chr2:27089995-27090166::REF	1479	1309	1336	1557	1724	1428	1202	1624	REF	chr2:27089995-27090166	FALSE
chr2:27091108-27091279::REF	213	142	170	217	103	68	50	98	REF	chr2:27091108-27091279	FALSE
chr2:27122029-27122200::REF	196	184	173	210	213	182	127	204	REF	chr2:27122029-27122200	FALSE
chr2:27131189-27131360::REF	580	479	529	588	509	421	339	436	REF	chr2:27131189-27131360	FALSE
chr2:27207436-27207607::REF	151	172	169	184	117	76	52	95	REF	chr2:27207436-27207607	TRUE
chr2:27226625-27226796::REF	132	127	101	123	93	105	90	150	REF	chr2:27226625-27226796	FALSE
chr2:27230533-27230704::REF	31	20	17	17	31	18	17	40	REF	chr2:27230533-27230704	FALSE
chr2:27335741-27335912::REF	151	142	135	144	212	163	134	163	REF	chr2:27335741-27335912	FALSE
chr2:27336603-27336774::REF	555	514	493	563	754	614	644	812	REF	chr2:27336603-27336774	FALSE
chr2:27411601-27411772::REF	125	113	102	129	124	74	85	127	REF	chr2:27411601-27411772	FALSE
chr2:27441741-27441912::REF	850	758	697	859	660	561	518	740	REF	chr2:27441741-27441912	FALSE
chr2:27590589-27590760::REF	378	324	321	324	426	357	316	448	REF	chr2:27590589-27590760	FALSE
chr2:27785393-27785564::REF	176	148	155	167	163	176	118	146	REF	chr2:27785393-27785564	FALSE
chr2:28684498-28684669::REF	193	146	153	174	149	138	123	133	REF	chr2:28684498-28684669	FALSE
chr2:28886850-28887021::REF	292	258	234	272	68	55	41	43	REF	chr2:28886850-28887021	FALSE
